ResourceID,External Cross Reference Source,External Cross Reference Number,External Cross Reference Notes,Archive Source Title,Date of Origination,Statement of Responsibility,Publisher,Archive/Source Type,Notes,Repository Name,Archive Source Format,Start Date,End Date
A9940513-C36F-4242-89B3-E2C6DC5F70AF,Lincoln Heritage Database (Sources),1206,,"""Lincolne""",1607,"""Speed, John""",,Map,,,,,
A9AA6D9C-9B03-4029-BEA4-CD24B383246C,Lincoln Heritage Database (Sources),2093,,"""Remains of Roman Occupancy outside the Walls of Lindum Castrum""",1890,"""Drury, M.""","""Unpublished""",Manuscript,,,,,
AA558DD7-E280-4A55-800C-FAB187C88B1F,Lincoln Heritage Database (Sources),2044,,"""Digital map of Lincoln""",2006,"""Ordnance Survey""","""Ordnance Survey""",Map,,,,,
AA8ADECB-46F9-4B61-AFA4-7EE0B08023CD,Lincoln Heritage Database (Sources),2656,,"""Lincoln, houses near the Deanery""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
AA97AF4A-27D5-4C9D-8A75-FFBA735B4F53,Lincoln Heritage Database (Sources),1215,,"""City of Lincoln. Thorn Bridge. Unveiling of the bronze Memorial Tablet  23rd October 1940""",1940,,"""City of Lincoln Corporation""",Photograph,,,,,
AB6078C7-DB31-41B6-B7F9-551340AEE350,Lincoln Heritage Database (Sources),1537,,"""Building Applications 1866 onwards""",1866,"""Lincoln Urban Sanitary Authority""","""Unpublished""",Manuscript,,,,,
AE44E24B-6E6B-4FB9-A748-349938AC056C,Lincoln Heritage Database (Sources),2735,,"""Lincs Chronicle 1852""",1852,,,Newspaper Article,,,,,
B00CFF29-AF2D-4803-9BD0-7A98711EC793,Lincoln Heritage Database (Sources),510,,"""Norman Buildings in Lincoln""",1983,"""White, A. J. and Solly, M.""","""Lincolnshire County Council""",Leaflet,,,,,
B330811F-C3BD-41C4-A7E1-BB0AFD1C7EC0,Lincoln Heritage Database (Sources),1599,,"""1:2500 map of Lincoln""",1907,"""Ordnance Survey""","""Ordnance Survey""",Map,,,,,
B4247A4C-ED61-433F-8E45-0E39CA25A714,Lincoln Heritage Database (Sources),1502,,"""Lincoln, the new St Pauls Church""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1786
B661DEDF-3452-492C-AB32-B172F4B13969,Lincoln Heritage Database (Sources),1485,,"""Lincoln from Gowts Bridges, 1790. A drawing""",1790,"""Nutter, W.""",,Drawing,,,,,
B850B0B1-750A-4DD2-B1EC-FE3AF72DEFF1,Lincoln Heritage Database (Sources),512,,"""Antiquities from the Witham: medieval""",1979,"""White, A. J.""","""Lincolnshire County Council""",Leaflet,,,,,
B9C42168-B26F-4831-873C-22704BDBEB60,Lincoln Heritage Database (Sources),2641,,"""Lincoln, Bishops Palace.""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1786
BA4E045D-CD32-4BF4-9B82-478E42A54A11,Lincoln Heritage Database (Sources),1500,,"""Lincoln Cathedral chapterhouse""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
BA76062D-078C-47C1-B39D-094B19970775,Lincoln Heritage Database (Sources),1737,,"""Collection of notebooks from local newspapers""",,"""Binnall,  P.""","""Unpublished""",Notebook,,,,,
BAECAF3B-3EEB-464D-B10A-1846D788A473,Lincoln Heritage Database (Sources),2643,,"""Lincoln Cathedral, from the road to Greetwell""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
BC3F7D02-5156-43B1-B97E-AD01CC7E58B7,Lincoln Heritage Database (Sources),1501,,"""Lincoln Cathedral interior; high altar.""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1786
BC5BAD6A-B49C-45A4-8DFE-DA9B7B522F69,Lincoln Heritage Database (Sources),1487,,"""High Street looking south to the Stonebow. A drawing""",1818,"""Brooke, William Henry""",,Drawing,,,,,
BD62E8E1-0CBD-4C62-9B82-E26675182D5A,Lincoln Heritage Database (Sources),1516,,"""Roman Aqueduct, Nettleham Road""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
BE8BA6BE-9FBB-4873-A238-C40940784628,Lincoln Heritage Database (Sources),1667,,"""St Catherines Allotments, Lincoln (survey plan of proposed housing in Derby Street, Weir Street, Colegrave Street and Altham Terrace for Thomas Martin, owner). Scale 33ft to 1 inch (1:396)""",1876,"""Skill, William""",,Map,,,,,
BF0A31C0-28E9-4050-97FF-4BB2EAB02A8C,Lincoln Heritage Database (Sources),2308,,"""A Plan of Lincoln Castle, with the premises adjoining""",1832,"""Willson, E. J.""",,Map,,,,,
BF79CF5A-1CE0-4F63-A64E-D24B3EA93B9F,Lincoln Heritage Database (Sources),2060,,"""1:10000 map of Lincoln""",1956,"""Ordnance Survey""","""Ordnance Survey""",Map,,,,,
BFF82331-D2FA-46BF-A93A-D1BFD269C805,Lincoln Heritage Database (Sources),1913,,"""Photographs of 29-31 Strait""",2005,"""Gallagher, B.""",,Photograph,,,,,
C1879724-56D5-42DA-AFA2-DEAFC05EF2EC,Lincoln Heritage Database (Sources),2661,,"""Lincoln, St Benedicts church""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
C6F4B6AE-143B-4C42-A43E-183D8F0EB649,Lincoln Heritage Database (Sources),2674,,"""Lincoln Cathedral, south end""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
C72CC21F-4B77-4F2C-B9B1-9A9D384936D4,Lincoln Heritage Database (Sources),1957,,"""(Plan of Carholme Racecourse)""",,"""Padley, J. S.""",,Map,,,,1823,1827
C78E0E00-E6F0-4517-A5FC-705C5E435702,Lincoln Heritage Database (Sources),1878,,"""Lincoln Muniments""",,"""Williamson, D. M.""","""The Friends of Lincoln Cathedral""",Leaflet,,,,,
CAAD9421-6A46-4D66-919F-BC769AF3EDB5,Lincoln Heritage Database (Sources),1869,,"""Oliver Sutton, Dean of Lincoln, later Bishop of Lincoln (1280-99)""",,"""Hill, R. M. T.""","""The Friends of Lincoln Cathedral""",Leaflet,,,,,
CC937D85-9BBC-4491-BBF6-7A9FC651EE0D,Lincoln Heritage Database (Sources),2712,,"""Plan of Skellingthorpe in the County of Lincoln (for Christs Hospital in London)""",1847,"""Hardy, W.""",,Map,,,,,
CD48B9BB-A76D-41FC-AA34-5730A317A58C,Lincoln Heritage Database (Sources),1437,,"""Roman wall discovered during Building Operations in Silver St Lincoln""",1925,"""Scorer and Gamble""",,Map,,,,,
CE6D19FF-218E-4100-A939-D2D9AA99427F,Lincoln Heritage Database (Sources),1904,,"""Reform Act Plan (based on OS Drawings of 1820)""",1832,"""Dawson, R. K.""","""Ordnance Survey""",Map,,,,,
D0746487-B17F-4EAA-A8D3-087E17FAA945,Lincoln Heritage Database (Sources),2657,,"""Lincoln, vault under the Freeschool""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
D120E33F-B493-41AE-938D-259FDE401B8C,Lincoln Heritage Database (Sources),2649,,"""Lincoln, Vicars College""",1788,"""Grimm, Samuel Hieronymous""",,Drawing,,,,,
D12844BF-5089-44F4-9E31-D1C90AB4505D,Lincoln Heritage Database (Sources),1222,,"""Plan of the City of Lincoln""",1842,"""Padley, J. S.""",,Map,,,,,
D1ED3125-D3C1-4300-A490-0C0BCF39D205,Lincoln Heritage Database (Sources),519,,"""Anglo-Saxon Lincolnshire 400-600 AD""",1983,"""White, A. J.""","""Lincolnshire County Council""",Leaflet,,,,,
D20C99FF-CB7E-40D7-BEFE-3FD1C175A1B6,Lincoln Heritage Database (Sources),2679,,"""Census of 1841""",1841,"""Registrar General of England""","""Ancestry.co.uk""",Webpage,,,,,
D2822525-5298-4A5D-959D-E06AF4044227,Lincoln Heritage Database (Sources),847,,"""Romanesque sculpture at Lincoln Cathedral""",1970,"""Zarnecki, George""","""The Friends of Lincoln Cathedral""",Leaflet,,,,,
D614358F-864E-4F20-A7EF-2219F56FA5F8,Lincoln Heritage Database (Sources),2659,,"""Lincoln, St Peter at Arches""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
D6A2F29D-EE85-4438-9D23-8B0DC88736F9,Lincoln Heritage Database (Sources),1208,,"""1:2500 map of Lincoln""",1888,"""Ordnance Survey""","""Ordnance Survey""",Map,,,,,
D7A59C2C-D8DD-473E-9163-4E103266A74E,Lincoln Heritage Database (Sources),2956,,"""How much of Lincolns heritage was destroyed in the slum clearance programme in the ""uphill"" area since 1930?""",1997,"""Payne, S.""","""Unpublished""",Manuscript,"""Digital copy in LHD Sources file.""",,,,
D9B52F36-C248-4ADB-BB1B-2D629DE0628E,Lincoln Heritage Database (Sources),514,,"""Lincoln friaries""",1979,"""White, A. J.""","""Lincolnshire County Council""",Leaflet,,,,,
DE9231C3-E87A-4BD1-AAB1-1C7E6F65F6D3,Lincoln Heritage Database (Sources),1505,,"""Church and vicarage of St Mary le Wigford and St Marys Conduit""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1786
E0B45E05-D890-49B2-B626-C14DDB7D8A83,Lincoln Heritage Database (Sources),2647,,"""Lincoln, Vicars College from the north""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1786
E1A0FAE3-55B9-45E1-AA86-82F4C02F3D12,Lincoln Heritage Database (Sources),1544,,"""The Packhorse Inn. Plan; scale 2 chains to 1 inch.""",1827,"""Padley, J. S.""",,Map,"""Copy in report for DP""",,,,
E3386B14-5B34-4B80-920E-3D4C64D79C26,Lincoln Heritage Database (Sources),1495,,"""The South West Prospect of Lincoln Castle""",1727,"""Buck, Samuel""",,Engraving,,,,,
E5E01E25-17AC-4AA2-9AB0-5443FA7572D0,Lincoln Heritage Database (Sources),1150,,"""Lindum Colonia""",1722,"""Stukeley, W.""",,Map,,,,,
E7190EFF-B956-4700-9EF7-FDC02B21E097,Lincoln Heritage Database (Sources),1503,,"""Lincoln, St Peter in Eastgate""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1786
E81DD49C-509E-45E0-8F93-BF2AE91944F8,Lincoln Heritage Database (Sources),2662,,"""Lincoln, ""The Old Hospital""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
E90785EE-B179-4F25-95C5-8B69C2B647D1,Lincoln Heritage Database (Sources),1874,,"""The Nineteenth Century Stained Glass in Lincoln Minster""",,"""Binnall,  P. B. G.""","""The Friends of Lincoln Cathedral""",Leaflet,,,,,
E910183B-A088-40D6-A5D3-2319DAE48FC6,Lincoln Heritage Database (Sources),1494,,"""Plan of Lincoln in 1779, an inset from a map of Lincolnshire""",1779,"""Armstrong, A. ndrew""",,Map,,,,,
E93EA7CF-40DC-4A42-A218-ACF8ED045EBB,Lincoln Heritage Database (Sources),2104,,"""Estate called Old Lincoln on Lease to Mrs Grace Bromhead 1824""",1824,,,Photocopy,,,,,
E9653A46-41A9-4887-8005-73A269FC58E9,Lincoln Heritage Database (Sources),2664,,"""Lincoln, courtyard of the old house near St Peters""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
EC07B8F3-3785-482B-9E54-60B74F9AA279,Lincoln Heritage Database (Sources),2663,,"""Lincoln, Norman gateway on the old house near St Peters""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
EDC2AF78-2537-4E64-AF2F-C50B34518BD1,Lincoln Heritage Database (Sources),2667,,"""Lincoln, St Mary Le Wigford, Water Conduit""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
EE5451E0-78E8-4E2C-A24A-50BCE7CE0A50,Lincoln Heritage Database (Sources),1517,,"""Roman Aqueduct, Nettleham Road""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
EE638FC3-27DD-47A7-93FE-58C97078EAA1,Lincoln Heritage Database (Sources),1587,,"""Plan of Building Sites in the Parish of St. Botolph in the City of Lincoln""",1883,"""Drury, Michael""","""Michael Drury""",Map,,,,,
EF6C890D-4C23-4A8C-999A-7BCEAF899FA5,Lincoln Heritage Database (Sources),2650,,"""Lincoln, the Chequer""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
EF9F8A70-1769-4016-BAF0-A2C31A3974E0,Lincoln Heritage Database (Sources),1240,,"""Lincoln Inns""",1935,"""Exley, C. L.""",,Manuscript,"""Copy of manuscript in Local Studies Collection, Central Library, Lincoln.""","""Local Studies Collection, Central Library, Lincoln.""",,,
F0FDDAC0-AD97-4D3A-853C-9F5DB579C1D7,Lincoln Heritage Database (Sources),2645,,"""Lincoln Cathedral, near the chapterhouse""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1786
F1159B77-2502-4BA3-86B1-5DFFB005F599,Lincoln Heritage Database (Sources),1430,,"""The South-west prospect of the City of Lincoln""",1743,"""Buck, Samuel  and Nathaniel""",,Engraving,,,,,
F145266E-2EC3-4B4F-AA15-2F7981A512C5,Lincoln Heritage Database (Sources),2551,,"""Newport Arch from the north""",1789,"""Nattes, J. C.""",,Image,,,,,
F2008F05-1A8E-4FBA-B44B-B4C6BB62DCD6,Lincoln Heritage Database (Sources),2961,,"""Notes on ""Big"" Wesley February 2004""",2004,"""Mills, D.""","""Unpublished""",Manuscript,,,,,
F227168D-CA79-47CF-88CC-05C24E99419C,Lincoln Heritage Database (Sources),1489,,"""Steep Hill looking north. A drawing""",1818,"""Brooke, William Henry""",,Drawing,,,,,
F22D02A0-F95E-476D-B295-BE53DDC8C5E6,Lincoln Heritage Database (Sources),1509,,"""Lincoln, a house near Closegate (Clasgate?)""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1786
F3936FBD-EFC3-40A4-B8ED-0A4878883B17,Lincoln Heritage Database (Sources),2670,,"""Lincoln Cathedral, chapterhouse""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1788
F3C0257F-3FA3-482E-9D04-087EB2B26D1E,Lincoln Heritage Database (Sources),515,,"""St Marys Conduit, Lincoln""",1980,"""White, A. J.""","""Lincolnshire County Council""",Leaflet,,,,,
F55DDE8B-D99B-4012-91F3-5DAFB2E47581,Lincoln Heritage Database (Sources),2633,,"""Lincoln Castle from the south west""",,"""Grimm, Samuel Hieronymous""",,Drawing,"""In British Museum""",British Museum,,1784,1786
F636B39F-7BF2-474E-990D-85C7F58BAACC,Lincoln Heritage Database (Sources),1209,,"""1:2500 map of Lincoln""",1932,"""Ordnance Survey""","""Ordnance Survey""",Map,,,,,
F6F539B9-5A85-45DA-A9F1-CE1890158857,Lincoln Heritage Database (Sources),2753,,"""Lincolnshire Chronicle""",,,,Newspaper Article,,,,,
F707CD9D-9132-433E-AABB-022FFF3BC10B,Lincoln Heritage Database (Sources),1143,,"""Lincoln, Rutland & Stamford Mercury""",,,,Newspaper Article,,,,,
F73CCBDC-28A1-403A-BD7F-E7BC3A5733EC,Lincoln Heritage Database (Sources),1571,,"""Lincoln Smiths Bank founded 1775.""",1980,"""Winfield, Simon""","""Unpublished""",Manuscript,,,,,
FAE70740-AB83-46B2-B949-96CD2C35DEE6,Lincoln Heritage Database (Sources),1868,,"""The Roof Bosses of Lincoln Minster""",1949,"""Cave, C. J. P.""","""The Friends of Lincoln Cathedral""",Leaflet,,,,,
FD6B9D6E-FFD2-4D50-AFCA-2DAA01D52590,Lincoln Heritage Database (Sources),1872,,"""Michael Honywood, Dean of Lincoln (1660-8)""",,"""Srawley, Rev. Canon J. H.""","""The Friends of Lincoln Cathedral""",Leaflet,,,,,
FDF5AFCA-8F44-4379-91E3-545664A9B875,Lincoln Heritage Database (Sources),2102,,"""Collection of c90 bound scrapbook albums of news cuttings, illustrations, ephemera and notes on a variety of Lincoln themes""",1960,"""Abell, E. I.""","""Unpublished""",Manuscript,"""Files in Lincoln Central Library, in locked cabinet and on microfilm""",Lincoln Central Library,,,
FEB28F8E-0AB0-4930-8510-D5321AFFC25C,Lincoln Heritage Database (Sources),1498,,"""Lincoln Cathedral Palace""",,"""Grimm, Samuel Hieronymous""",,Drawing,,,,1784,1786
FF0A4F4D-854C-4B04-972B-5F03820F4C9E,Lincoln Heritage Database (Sources),1711,,"""Lincs Chronicle 1851""",1851,,,Newspaper Article,,,,,
