ResourceID,External Cross Reference Source,External Cross Reference Number,External Cross Reference Notes,Information Source Title,Date of Origination,Description,Description Type,Statement of Responsibility,Publisher,Bibliographic Source Type,Notes,Subject,Date of Origination,Language,Right Note,Right Type,0
2FF149ED-1F9E-40E9-9F13-BB7C88FB3356,Lincoln Heritage Database (Sources),914,,"""Pottery kilns at Chilvers Coton Nuneaton""",1984,,,"""Mayes, P. and Scott, K.""","""Society for Medieval Archaeology""",Monograph,,,1984,,,,8
2FF20CDA-F308-4BB2-A992-9E249BCA79C5,Lincoln Heritage Database (Sources),607,,"""Medieval window glass report""",1994,,,"""King, D.""","""Unpublished""",Report,,,1994,,,,8
2FFEB7B0-1BD7-4189-85BE-2773F21932BD,Lincoln Heritage Database (Sources),4267,,"""Journal of Roman Studies 2""",1989,,,,"""Society for the Promotion of Roman Studies""",Journal,,,1989,,,,9
300EF359-44B7-42AA-B842-A5A6F1CA2919,Lincoln Heritage Database (Sources),1594,,"""Lincolnshire Towns and Industry 1700-1914""",1982,,,"""Wright, Neil R.""","""History of Lincolnshire Committee""",Volume,,,1982,,,,8
30107181-A8A1-4239-BF65-B730F1D3A381,Lincoln Heritage Database (Sources),1016,,"""Lincoln, Hungate Excavations 1985. Interim Archive Report""",1986,,,"""Camidge, K.""",,Excavation Report,,,1986,,,,9
304CB5DA-147D-4409-9E0D-83A58C7EFDC5,Lincoln Heritage Database (Sources),4377,,"""Associated Architectural Societies, Reports and papers 22""",1892,,,,"""Associated Architectural Societies""",Journal,,,1892,,,,9
304CF69B-8A90-4C25-BCC6-BD967E68B738,Lincoln Heritage Database (Sources),2857,,"""Old Ale Tales (The Crown Brewery)""",2013,,,"""Richardson S""","""Matelot Marketing Ltd""",Article,,,2013,,,,8
305D9483-F6E5-4C6D-A74B-85B2858A2E4E,Lincoln Heritage Database (Sources),978,,"""Cecil Street, report of excavations and survey 1975-79""",1980,,,"""Jones, M. J.""","""Council for British Archaeology""",Monograph,,,1980,,,,8
3076CE91-E0BD-4EEB-BD2A-F76C7D28F110,Lincoln Heritage Database (Sources),126,,"""Westgate Junior School""",1990,,,"""Donel, L.""","""City of Lincoln Archaeology Unit""",Article,,,1990,,,,8
307EF971-E6FA-494A-B7D2-A593799CE8EC,Lincoln Heritage Database (Sources),468,,"""Visitations in the diocese of Lincoln 1517-1531, 2 Vols""",,,,,"""Lincoln Record Society""",Volume,,,,,,,11
30883414-4507-4B48-8B86-6805E5C98973,Lincoln Heritage Database (Sources),2147,,"""St Annes Bedehouses; a Builders View""",2008,,,"""Lucas, R.""","""The Survey of Lincoln""",Article,,,2008,,,,8
30C0ED1D-6977-4B06-8811-79FDC01075A7,Lincoln Heritage Database (Sources),1452,,"""Lincoln Eastern Bypass. Archaeological Recording in conjunction with Geotechnical Trial Pitting (Phase 1)""",1999,,,"""Wragg, K.""","""City of Lincoln Archaeology Unit""",Watching Brief Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/""",,1999,,,,7
30C532F3-E5D1-4BF6-AA7A-A2A200A4DF92,Lincoln Heritage Database (Sources),2568,,"""The Palaeotopography of the Lincoln University Campus, Brayford, Lincoln""",2009,,,"""Rackham, J.""","""Environmental Archaeological Unit, York""",Field Survey Report,"""Digital copy in LHD Sources file.""",,2009,,,,7
30F6AFE4-C1AB-4271-8D8C-574626AB923E,Lincoln Heritage Database (Sources),2514,,"""29 Bailgate, Lincoln. Archaeological Monitoring and Recording Report""",2010,,,"""Tann, G.""","""PCAS Archaeology""",Watching Brief Report,"""Digital copy in LHD Sources file.""",,2010,,,,7
3107F62F-440B-4D0D-A7A3-C34B54C59C1C,Lincoln Heritage Database (Sources),1402,,"""Lincoln: Rear of 95-99 Burton Road and 2 Gray Street""",1996,,,"""Field, N. and George, I.""","""Society for Lincolnshire History and Archaeology""",Article,,,1996,,,,8
3110462C-5CDB-44CA-AA60-D6BAD6792646,Lincoln Heritage Database (Sources),1176,,"""Archaeological Notes 1967""",1968,,,"""Whitwell, J. B. and Wilson, C. M.""","""Society for Lincolnshire History and Archaeology""",Article,,,1968,,,,8
31179748-9C37-4982-B4B7-50C669FB577B,Lincoln Heritage Database (Sources),2617,,"""The House in the Hollow: 'The Quarry'""",2010,,,"""Hodson, M.""","""The Survey of Lincoln""",Article,,,2010,,,,8
31237D4D-BE46-476C-A94E-32DB29FD92C3,Lincoln Heritage Database (Sources),1574,,"""Gas Mains Renewal, Newport, Lincoln""",2000,,,"""Trimble, R.""","""City of Lincoln Archaeology Unit""",Watching Brief Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/""",,2000,,,,7
31248E2B-0031-4E9F-AB3A-2EFC93554874,Lincoln Heritage Database (Sources),2310,,"""Remembering those in Lincoln's prisons, 1774-1872""",2001,,,"""Nowell, T.""","""Wharncliffe Books""",Article,,,2001,,,,8
3152377C-5808-4FAC-A8CF-1DAC395C7AFE,Lincoln Heritage Database (Sources),1980,,"""The Greyfriary, Lincoln""",1903,,,"""Sympson, Edward Mansel""",,Article,,,1903,,,,9
3158B33F-ED74-4F2F-817A-E8795F1B5426,Lincoln Heritage Database (Sources),4363,,"""The Lincolnshire Historian 8""",1951,,,,"""Lincolnshire Local History Society""",Journal,,,1951,,,,9
3165C28C-47A5-4C0E-BA39-C6C5C4259ED9,Lincoln Heritage Database (Sources),1625,,"""Lincoln: University of Lincolnshire""",1998,,,,"""Society for Lincolnshire History and Archaeology""",Article,,,1998,,,,9
316EA10A-61C4-44EB-A1AD-B1C7BFC3A884,Lincoln Heritage Database (Sources),2450,,"""Education in Monks Road district""",2006,,,"""Nield, B.""","""The Survey of Lincoln""",Article,,,2006,,,,8
31C71C74-0B34-447F-BA17-7AB7F092E687,Lincoln Heritage Database (Sources),2166,,"""Lincoln: Bishop Grosseteste College""",2005,,,,"""Society for Lincolnshire History and Archaeology""",Article,,,2005,,,,9
31D8C5CC-422E-449F-87C3-6F9855F9BFD8,Lincoln Heritage Database (Sources),1725,,"""Lincoln: Newport""",2001,,,"""Albone, J. and Field, N.""","""Society for Lincolnshire History and Archaeology""",Article,,,2001,,,,8
31D9B1DE-544C-4ED3-B8E1-BF70CDCEA702,Lincoln Heritage Database (Sources),1481,,"""New Footbridge and Lifts, Central Station, Lincoln. Archaeological Watching Brief.""",2000,,,"""Jarvis, M.""","""City of Lincoln Archaeology Unit""",Watching Brief Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/""",,2000,,,,7
31F3FADA-F307-44AB-B283-BC8B8CC2A0AB,Lincoln Heritage Database (Sources),427,,"""Reassembly of a complete Anglo-Scandinavian storage vessel from Grantham Street, Lincoln""",1983,,,"""Smith, Keith""","""Lincoln Archaeological Trust""",Article,,,1983,,,,8
3206FD98-650F-48F6-8AEB-B1C3E6710B90,Lincoln Heritage Database (Sources),1190,,"""The First Roman South Wall of Lindum Colonia""",1903,,,"""Sympson, Edward Mansel""",,Article,,,1903,,,,9
3221475A-2F2C-4E7B-A3B1-A8F299D82AEB,Lincoln Heritage Database (Sources),2061,,"""A Conservation Plan for the Greyfriars Building, Broadgate, Lincoln (2 vols)""",2006,,,"""Hayfield, C.""","""Colin Hayfield Archaeological Consultancy""",Heritage Statement,,,2006,,,,8
3231F734-2D4A-43A7-A972-A6AB996E1CDA,Lincoln Heritage Database (Sources),2439,,"""Anglo-Saxon and Medieval times: The suburb of Butwerk""",2006,,,"""Vince, Alan""","""The Survey of Lincoln""",Article,,,2006,,,,8
3245012F-CB99-4668-8655-0CDE9D18F02B,Lincoln Heritage Database (Sources),806,,"""Animal Bones from Lincoln""",1995,,,"""Dobney, Keith""","""City of Lincoln Archaeology Unit""",Article,,,1995,,,,8
32552B73-E40E-45D1-BD8E-2FEE66936D03,Lincoln Heritage Database (Sources),1927,,"""Time and Tide. The Archaeology of the Witham Valley""",2003,,,,"""Witham Valley Archaeology Research Committee""",Volume,,,2003,,,,9
325A8076-5731-4F68-9BF7-382D4DC02CCB,Lincoln Heritage Database (Sources),57,,"""Lincoln Burwarmote Book""",,,,,"""Lincolnshire Archives Office""",Volume,,,,,,,11
3262C7F7-95C5-4E51-8530-A25E6941B8D7,Lincoln Heritage Database (Sources),2042,,"""Archaeological Watching Brief on Land at 18 Queen Street, Lincoln""",2007,,,"""Hall, N.""","""PCAS Archaeology""",Watching Brief Report,"""Digital copy in LHD Sources file.""",,2007,,,,7
327A94AB-5AD0-4C05-B5DD-FCAF68B589D1,Lincoln Heritage Database (Sources),1007,,"""Radiocarbon 14 Dating Samples. St Paul in the Bail""",1980,,,"""Low Level Measurements Laboratory""","""Unpublished""",Radiocarbon Dating Report,,,1980,,,,8
328AC816-5803-4331-9C04-47EC91B8FC93,Lincoln Heritage Database (Sources),1436,,"""The City by the Pool. Assessing the Archaeology of the City of Lincoln""",2003,,,"""Jones, Michael J. Stocker, D. A.nd Vince, Alan""","""Oxbow Books""",Volume,,,2003,,,,8
328C185F-085A-4EA3-B5B6-93EA2B5BEC31,Lincoln Heritage Database (Sources),2676,,"""Happy Birthday George Boole (1816-1864). A Short Tour of his Lincoln""",2011,,,"""Kenyon, D.""","""Society for Lincolnshire History and Archaeology""",Article,,,2011,,,,8
32961CBB-3841-47F4-BCED-70577AC67B74,Lincoln Heritage Database (Sources),1379,,"""Lincoln: 44 Steep Hill""",1996,,,"""Field, N. and George, I.""","""Society for Lincolnshire History and Archaeology""",Article,,,1996,,,,8
32DCD271-2B4E-4F90-9125-3546539351C5,Lincoln Heritage Database (Sources),1852,,"""Anchor Street, Lincoln. Archaeological Watching Brief in conjunction with Geotechnical Investigations""",2004,,,"""Jarvis, M.""","""Mike Jarvis Archaeological Services""",Watching Brief Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/query.cfm""",,2004,,,,7
32F71F0F-3755-464B-9AB4-FBBA587AA875,Lincoln Heritage Database (Sources),284,,"""Minor Sites and Watching Briefs""",1983,,,"""Jones, M. J., Stocker, D. A. and Trueman, M.""","""Lincoln Archaeological Trust""",Article,,,1983,,,,8
32F74F57-7B33-4656-8AC5-1EFAF694D34A,Lincoln Heritage Database (Sources),1575,,"""Holdens Triennial Directory 1809, 1810 and 1811.""",1809,,,"""Holden""",,Volume,,,1809,,,,9
33072EE4-7337-4772-B93B-DEB722D39566,Lincoln Heritage Database (Sources),1669,,"""The Slipper Baths, Waterside North, Lincoln. Archaeological Watching Brief""",2001,,,"""Trimble, R.""","""City of Lincoln Archaeology Unit""",Watching Brief Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/""",,2001,,,,7
3320DF4E-B840-4D34-BB9F-64331CF9E25D,Lincoln Heritage Database (Sources),4401,,"""The People of the Steep Hill area of Lincoln about 1900: an illustrated social study""",2005,,,,"""Mills, D. R.""",Volume,,,2005,,,,9
332AF9E4-0C90-4DF0-B001-7F1888647BA8,Lincoln Heritage Database (Sources),4062,,"""Roman pottery research in Britain and north-western Europe, British Archaeological Reports International Series, S123""",1981,,,"""Anderson, A. C. & Anderson, A. S.""",,Report,,,1981,,,,9
3348862C-B076-40FA-A14B-475F46096120,Lincoln Heritage Database (Sources),2931,,"""Doddington Road and Swallowbeck: an example of middle-class development""",2013,,,"""Walker, A.""","""The Survey of Lincoln""",Article,,,2013,,,,8
3366FD75-E090-417C-9D16-52D94116FD95,Lincoln Heritage Database (Sources),2239,,"""St Mary's Guildhall and Lincoln `Jews' Houses'""",1946,,,"""Wood, M.""","""Archaeological Institute of Great Britain and Ireland""",Article,"""Digital copy in LHD Sources file.""",,1946,,,,7
3387B710-8C7B-4C40-B119-52CE7865200E,Lincoln Heritage Database (Sources),1829,,"""Results of an archaeological trial trench evaluation on land off Nettleham Road, Lincoln, Lincolnshire""",2004,,,"""Griffiths, M. and Chambers, M.""","""M & M Archaeological Services""",Evaluation Report,"""Digital copy in LHD Sources file.""",,2004,,,,7
3387C165-56C6-4EC0-A301-9EF756A25A0D,Lincoln Heritage Database (Sources),2734,,"""70 years of council housing 1920-1990""",1990,,,"""City of Lincoln Council""","""City of Lincoln Corporation""",Volume,,,1990,,,,8
33AA94A2-4460-4D30-B7AF-F2DF0ED4F995,Lincoln Heritage Database (Sources),1962,,"""Archaeological Watching Brief, Land adjacent to 271 Brant Road, Lincoln""",2005,,,"""Munford, William""","""PCAS Archaeology""",Watching Brief Report,"""Digital copy in LHD Sources file.""",,2005,,,,7
33DA35DD-5791-4D60-BA0A-7F07A5C363F2,Lincoln Heritage Database (Sources),2465,,"""The racecourse""",2008,,,"""Wheeler, R.""","""The Survey of Lincoln""",Article,,,2008,,,,8
33DB5627-D3DF-41E1-BAE9-4B676AC67473,Lincoln Heritage Database (Sources),997,,"""Coin identification""",,,,"""Archibald, M.""","""Unpublished""",Report,,,,,,,10
33E3EBBE-6976-4F64-BEA6-BB62B43D32D0,Lincoln Heritage Database (Sources),873,,"""A dated corpus of early Roman pottery from the City of London""",1994,,,"""Davies, B., Richardson, B. and Tomber, R.""","""Council for British Archaeology""",Volume,,,1994,,,,8
33E4ACFC-A06F-409D-9981-E87CB6181EC4,Lincoln Heritage Database (Sources),1756,,"""letter from ""Mr Urban""",1786,,,,,Article,,,1786,,,,10
340DA97B-75E4-4643-8E2C-E9133BA6CA20,Lincoln Heritage Database (Sources),4134,,"""History of Co-operation in Lincoln 1861-1911""",1911,,,,"""Co-operative Wholesale Society""",Volume,,,1911,,,,9
34119937-7D2F-4CE8-B0B2-579BC0E1687C,Lincoln Heritage Database (Sources),4376,,"""Associated Architectural Societies, Reports and papers 22""",1894,,,,"""Associated Architectural Societies""",Journal,,,1894,,,,9
341FDEC6-FB15-4C9F-A8B2-8794904276B3,Lincoln Heritage Database (Sources),4328,,"""Costume 14""",1980,,,,"""The Costume Society""",Journal,,,1980,,,,9
342F626A-2001-4DE3-920F-148257BA8E6B,Lincoln Heritage Database (Sources),654,,"""An Analysis of the Molluscs from the Roman and Saxon Waterfronts at Brayford Wharf East, Lincoln, 1982""",1982,,,"""French, C. A. I.""","""Unpublished""",Report,,,1982,,,,8
344321EB-E5B1-42ED-9C53-1F484351EB93,Lincoln Heritage Database (Sources),1108,,"""Spring Hill/Michaelgate. Archive Report""",1984,,,"""Snell, A. M.""",,Interim Report,,,1984,,,,9
344D01C6-CEC8-4C82-AE89-2772974AD2D0,Lincoln Heritage Database (Sources),1131,,"""The Pottery Kilns of Roman Britain""",1984,,,"""Swan, V. G.""","""Royal Commission on the Historical Monuments of England""",Volume,,,1984,,,,8
344E74B8-CE88-42BE-9EC5-D5066A6A58B5,Lincoln Heritage Database (Sources),2535,,"""An archaeological watching brief at the former Waggon and Horses public house, 169 Burton Road, Lincoln, Lincolnshire""",2010,,,"""Hall, N.""",,Watching Brief Report,"""Digital copy in LHD Sources file.""",,2010,,,,8
346AC9C3-6E0F-4F7D-8CA0-AE02A6333514,Lincoln Heritage Database (Sources),4206,,"""Archaeological Journal 41""",1884,,,,"""Archaeological Institute of Great Britain and Ireland""",Journal,,,1884,,,,9
34BCE1BC-D43B-4596-A10C-878391751E81,Lincoln Heritage Database (Sources),1370,,"""Lincoln: Lindum Road""",1996,,,"""Field, N. and George, I.""","""Society for Lincolnshire History and Archaeology""",Article,,,1996,,,,8
34BE86E1-DDE5-4775-BD52-CF8A12E54826,Lincoln Heritage Database (Sources),4391,,"""Lincolnshire Notes and Queries 1""",1889,,,,,Journal,,,1889,,,,10
34D004B3-EFAD-456D-897F-C8B702C31FFC,Lincoln Heritage Database (Sources),90,,"""Excavations at St Marks, Lincoln""",1976,,,"""Colyer, C.""",,Article,,,1976,,,,9
34F4D397-63D2-4688-B0B8-487A616BB3BA,Lincoln Heritage Database (Sources),4044,,"""Lincoln Archaeology 1992-1993, Annual Report of City of Lincoln Archaeology Unit, 5""",1993,,,"""Jones, Michael J.""","""City of Lincoln Archaeology Unit""",Serial,,,1993,,,,8
3505AF62-4CF1-4870-95C4-27EE85174452,Lincoln Heritage Database (Sources),4289,,"""Archaeologia 97""",1959,,,,"""Society of Antiquaries""",Journal,,,1959,,,,9
35100171-93FD-4ED2-8DF2-69F0F248B790,Lincoln Heritage Database (Sources),1195,,"""Recent discoveries at Colonia Lindum""",1879,,,"""Mayhew, Rev. S. M.""",,Article,,,1879,,,,9
3510114F-DD1D-4172-8DEB-E1B849DC3A19,Lincoln Heritage Database (Sources),831,,"""A Lincolnshire Potter in Cnuts Denmark?""",1995,,,"""Vince, Alan""","""City of Lincoln Archaeology Unit""",Article,,,1995,,,,8
351CFDC1-3CB5-4A76-8AFD-06D090E8A832,Lincoln Heritage Database (Sources),1017,,"""181-2 High Street (Holmes Grainwarehouse)""",1981,,,"""Jones, M. J.""","""Society of Antiquaries""",Article,,,1981,,,,8
35211C21-BF29-4202-9841-88959E2F9C9D,Lincoln Heritage Database (Sources),102,,"""The origins of some major Romano-British towns""",1982,,,"""Crummy, P. J.""","""Society for the Promotion of Roman Studies""",Article,,,1982,,,,8
352364F4-A285-45B4-A9D3-FA93BD7DA1DF,Lincoln Heritage Database (Sources),2608,,"""Places of Worship I: Post 1800""",2010,,,"""Ward, A.""","""The Survey of Lincoln""",Article,,,2010,,,,8
352404E2-51B6-4D16-B45F-74299E2F5596,Lincoln Heritage Database (Sources),784,,"""Coin catalogue""",1994,,,"""Archibald, M.""","""Unpublished""",Report,,,1994,,,,8
35286FF2-7823-4FEE-8162-59237902285F,Lincoln Heritage Database (Sources),1295,,"""Environmental Improvements, Newport Arch, Lincoln, Lincoln.   Archaeological Watching Brief.""",1996,,,"""Jarvis, M.""","""City of Lincoln Archaeology Unit""",Watching Brief Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/""",,1996,,,,7
352B88F7-F4D8-4CCA-B46C-59F54DDB3E9B,Lincoln Heritage Database (Sources),2861,,"""Original documents 85""",2011,,,,"""Society for Lincolnshire History and Archaeology""",Article,,,2011,,,,9
3537BE01-789C-4E63-A652-DCC8D550C3F2,Lincoln Heritage Database (Sources),2526,,"""Strelizia, Michaelgate, Lincoln. Archaeological Watching Brief""",2010,,,"""Casswell, C.""","""Network Archaeology Ltd""",Watching Brief Report,"""Digital copy in LHD Sources file.""",,2010,,,,7
35478954-01B7-4810-A970-08CE3D3D2C8F,Lincoln Heritage Database (Sources),2345,,"""Lincoln: land between 53 and 59 Queen Street""",2006,,,,"""Society for Lincolnshire History and Archaeology""",Article,,,2006,,,,9
354C0B17-375B-4F6C-AE28-2C0C6B7AAC22,Lincoln Heritage Database (Sources),2334,,"""Lincoln: land east of Lincoln County Hospital, Greetwell Road""",2006,,,,"""Society for Lincolnshire History and Archaeology""",Article,,,2006,,,,9
3569F16F-9F59-4F11-97B0-77AE44ED506E,Lincoln Heritage Database (Sources),2183,,"""An Account of the Strata of Lincoln, from a recent Survey, commencing North of the Cathedral, and descending to the bed of the River""",1839,,,"""Bedford, William""",,Article,"""Digital copy in LHD Sources file.""",,1839,,,,8
356D2416-F9BE-44F1-9CDB-5CF064B3E1DA,Lincoln Heritage Database (Sources),1093,,"""East Bight. Archive Report""",1988,,,"""Cullen, I.""",,Interim Report,,,1988,,,,9
356E7BAB-370B-49E9-A6BC-96063ECE2780,Lincoln Heritage Database (Sources),2476,,"""The Lincoln House of Industry, 1796-1839""",2009,,,"""Yeates-Langley, A.""","""The Survey of Lincoln""",Article,,,2009,,,,8
3576B282-06DE-4141-9684-8A475F4345A8,Lincoln Heritage Database (Sources),2595,,"""Some account of the Roman Colonnade discovered in Bailgate, Lincoln""",1896,,,"""Venables, Rev. E.""","""Associated Architectural Societies""",Article,,,1896,,,,8
35771E2E-412D-499A-BA8F-6CFF866CCFB9,Lincoln Heritage Database (Sources),70,,"""Swanpool""",1987,,,"""Camidge, K.""","""Trust for Lincolnshire Archaeology""",Article,,,1987,,,,8
3582757D-AA7E-42AD-A376-2CB1B910B79A,Lincoln Heritage Database (Sources),1807,,"""Centenary of the City of Lincoln Water Undertaking. 1846 June 1946""",1946,,,"""Lincoln City Council""",,Volume,,,1946,,,,9
358C08FA-F869-493E-84C7-49DCAEC6D0EC,Lincoln Heritage Database (Sources),616,,"""The plant remains from the Roman river edge at Brayford Wharf East (bwe82)""",1994,,,"""Moffett, L.""","""Unpublished""",Report,,,1994,,,,8
3591FFBC-7541-4A71-82D6-D3079286A2CA,Lincoln Heritage Database (Sources),39,,"""Two Scandinavian coins found in Lincoln""",1982,,,"""Blackburn, M. A. S. and Dolley, M.""","""Lincoln Archaeological Trust""",Article,,,1982,,,,8
359DC851-642C-4746-A44C-C1338029C26D,Lincoln Heritage Database (Sources),178,,"""Appendix 3: Fabric analyses""",1988,,,"""Foley, K. M., Macalister, Fiona, and Williams, D. F.""","""Council for British Archaeology""",Series,,,1988,,,,8
35AE79AC-7AF0-4B16-ABDF-3E55B8CB2DA9,Lincoln Heritage Database (Sources),1683,,"""10 College Close, Lincoln.  Archaeological Watching Brief""",2002,,,"""Jarvis, M.""","""City of Lincoln Archaeology Unit""",Watching Brief Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/""",,2002,,,,7
35B47EDE-A6DA-43C8-ACEB-6579086869BA,Lincoln Heritage Database (Sources),4151,,"""Society for Lincolnshire History and Archaeology 42""",2007,,,"""Bennet, M.""","""Society for Lincolnshire History and Archaeology""",Journal,,,2007,,,,8
35C378AB-5BAA-47FE-9598-7C7A321FC0B3,Lincoln Heritage Database (Sources),1267,,"""Land to the west of Michaelgate, Lincoln.  Planning Application No. LA 13/0729/94. Archaeological Evaluation.""",1995,,,"""Jarvis, M.""","""City of Lincoln Archaeology Unit""",Evaluation Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/""",,1995,,,,7
35D3CA13-4443-406D-A17D-34FC1CDC9A36,Lincoln Heritage Database (Sources),4160,,"""Pre-Viking Lindsey""",1993,,,"""Vince, Alan""","""City of Lincoln Archaeology Unit""",Volume,,,1993,,,,8
35D923E7-53AD-47AC-A7AB-F28111CFBF5C,Lincoln Heritage Database (Sources),4148,,"""Society for Lincolnshire History and Archaeology 3""",1968,,,"""Lloyd, C. M.""","""Society for Lincolnshire History and Archaeology""",Journal,,,1968,,,,8
3618B4DD-44AE-4A10-824A-58196CDB16E8,Lincoln Heritage Database (Sources),1303,,"""Friars Lane, Lincoln.   Archaeological Recording.""",1996,"""A watching brief was maintained during the excavation of foundation and drainage trenches for a residential development east of Free School Lane. Prior to groundworks, the machine excavation of two small trial trenches revealed the tops of walls and depos""",Abstract,"""Jarvis, M.""","""City of Lincoln Archaeology Unit""",Watching Brief Report,"""https://archaeologydataservice.ac.uk/library/browse/details.xhtml?recordId=1041000&recordType=GreyLit""",,1996,,,,5
3648559C-7D5A-4DEC-B5EC-5DAF727EC4B2,Lincoln Heritage Database (Sources),2241,,"""The Anglo-Saxon Pottery of Lincolnshire""",1953,,,"""Myres, J. N. L.""","""Archaeological Institute of Great Britain and Ireland""",Article,"""Digital copy in LHD Sources file.""",,1953,,,,7
364DF9B9-AFC7-4B3F-89A4-A2B774151E3B,Lincoln Heritage Database (Sources),1252,,"""Vicars Court 1993 (vc93). A Report on the Pottery.""",1994,,,"""Davies, B.""","""City of Lincoln Archaeology Unit""",Report,,,1994,,,,8
3689C324-40D8-4CAC-A345-80C59226B22F,Lincoln Heritage Database (Sources),4374,,"""Associated Architectural Societies, Reports and papers 20""",1890,,,,"""Associated Architectural Societies""",Journal,,,1890,,,,9
3691B41E-8329-498E-95B3-C1903C81154C,Lincoln Heritage Database (Sources),1862,,"""Temple Gardens, Lindum Road, Lincoln. Archaeological Desk-based Assessment""",2001,,,"""Trimble, R.""","""City of Lincoln Archaeology Unit""",Deskbased Survey Report,"""Digital copy in LHD Sources file.""",,2001,,,,7
369CAB6C-BE21-4686-8D5D-F0F52DD52140,Lincoln Heritage Database (Sources),2247,,"""Medieval domestic buildings: the documentary evidence""",1975,,,"""Major, K.""","""Archaeological Institute of Great Britain and Ireland""",Article,,,1975,,,,8
36A2807F-080C-406A-9717-D58BB4A6BDD8,Lincoln Heritage Database (Sources),1251,,"""Lincoln Cathedral 1992. Electricity Cable Installation . Finds Assessment Report""",1995,,,"""Cowgill, J.""","""City of Lincoln Archaeology Unit""",Report,,,1995,,,,8
36AB732B-A60B-42BA-8053-3CAF9EA5E796,Lincoln Heritage Database (Sources),532,,"""East Bight, excavations 1964-66""",1980,,,"""Whitwell, J. B.""","""Council for British Archaeology""",Monograph,,,1980,,,,8
36ACD48E-6B36-434D-999A-C0CF963216CF,Lincoln Heritage Database (Sources),488,,"""The lower walled city in detail (d) Hungate 1983-6""",1989,,,"""Vince, Alan""","""City of Lincoln Archaeology Unit""",Article,,,1989,,,,8
36B012B7-363E-4AB8-AA86-ED530C8BE9D6,Lincoln Heritage Database (Sources),4073,,"""The Defences of the Upper Roman Enclosure, The Archaeology of Lincoln, 7-1""",1980,,,"""Jones, M. J.""","""Council for British Archaeology""",Series,,,1980,,,,8
36B31A97-0EF2-40D0-AC4C-94598675DDF6,Lincoln Heritage Database (Sources),1524,,"""The New Veterinary Hospital, Newport, Lincoln""",2000,,,"""Trimble, R.""","""City of Lincoln Archaeology Unit""",Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/""",,2000,,,,7
36C1A6E4-ACB1-4864-8E77-8ECDDDA90DD0,Lincoln Heritage Database (Sources),2212,,"""The church bells of Lincolnshire""",1880,,,"""North, T.""","""Archaeological Institute of Great Britain and Ireland""",Article,"""Digital copy in LHD Sources file.""",,1880,,,,7
36DC7E46-5948-4C71-B412-1BE4C60C0F86,Lincoln Heritage Database (Sources),17,,"""Post-Roman Pottery""",1975,,,"""Adams, Lauren T""","""Lincoln Archaeological Trust""",Article,,,1975,,,,8
36F71536-1C51-4F80-BD16-DBB7DAF5BDBC,Lincoln Heritage Database (Sources),289,,"""Trial excavations. Chapel Lane (Corporation Depot), Lincoln. St Marks Station""",1985,,,"""Jones, M. J.""","""Trust for Lincolnshire Archaeology""",Article,,,1985,,,,8
37033921-F005-4C2F-A74E-4E4A904520C3,Lincoln Heritage Database (Sources),55,,"""The Chapter House vestibule graves at Lincoln and the body of St Hugh of Avalon""",1976,,,"""Bruce-Mitford, R. L. S.""",,Article,,,1976,,,,9
372678DE-FD30-4695-86C3-862AA78ECE18,Lincoln Heritage Database (Sources),1354,,"""Lincoln Bishops Old Palace. Finds Assessment Report.""",1993,,,"""Vince, Alan""","""City of Lincoln Archaeology Unit""",Report,,,1993,,,,8
3729D567-8950-48A0-A5CD-B2DD0246DFA3,Lincoln Heritage Database (Sources),454,,"""The mystery of the shrine of St Hugh the bishop""",1987,,,"""Stocker, D. A.""",,Article,,,1987,,,,9
3733B09F-F576-4DA9-99AE-015222E25798,Lincoln Heritage Database (Sources),622,,"""Lincoln Wigford sites. Leather report""",1993,,,"""Mould, Q.""","""Unpublished""",Report,,,1993,,,,8
374E5E5F-FDE8-4BD5-974D-88A0C50695B2,Lincoln Heritage Database (Sources),445,,"""The Shrine of Bishop Grossesteste""",1985,,,"""Stocker, D. A.""","""Trust for Lincolnshire Archaeology""",Article,,,1985,,,,8
37703A73-8BBD-40AB-B67C-24E00498D95A,Lincoln Heritage Database (Sources),1302,,"""The Priory, 2 Minster Yard, Lincoln.  Archaeological Watching Brief.""",1996,,,"""Donel, L. G""","""City of Lincoln Archaeology Unit""",Watching Brief Report,"""http://archaeologydataservice.ac.uk/archives/view/greylit/""",,1996,,,,7
377FB04E-DE2A-44B4-8F0B-B678A14B45AA,Lincoln Heritage Database (Sources),2637,,"""The Engine Shed, East Holmes 5009. Student Union Facility""",2003,,,"""UL Architects""",,Report,,,2003,,,,9
37B69831-9DBB-4969-A9A5-7E58DD8F7C9B,Lincoln Heritage Database (Sources),557,,"""A late Lincoln Ware jug from West Bight""",1980,,,"""Young, J., Camidge, K. and  Adams, L.""","""Lincoln Archaeological Trust""",Article,,,1980,,,,8
