ResourceID,WKT
"30f6b833-7a84-4137-8b89-46238040194d","POLYGON((-0.520255 53.251715,-0.520248 53.251697,-0.520218 53.251701,-0.520227 53.251719,-0.520255 53.251715))"
"30f6b833-7a84-4137-8b89-46238040194d","POLYGON((-0.52027 53.251754,-0.520263 53.251734,-0.52023 53.251739,-0.52024 53.251758,-0.52027 53.251754))"
"30f6b833-7a84-4137-8b89-46238040194d","POLYGON((-0.520281 53.251788,-0.520271 53.251772,-0.520245 53.251777,-0.520249 53.251792,-0.520281 53.251788))"
"30f6b833-7a84-4137-8b89-46238040194d","POLYGON((-0.520295 53.251826,-0.52029 53.251813,-0.520263 53.251814,-0.520262 53.25183,-0.520295 53.251826))"
"30f6b833-7a84-4137-8b89-46238040194d","POLYGON((-0.520306 53.251864,-0.520302 53.251847,-0.520269 53.251851,-0.520279 53.251866,-0.520306 53.251864))"
"30f6b833-7a84-4137-8b89-46238040194d","POLYGON((-0.520322 53.251906,-0.520315 53.251887,-0.520285 53.25189,-0.520292 53.251909,-0.520322 53.251906))"
"319e2b15-956a-4ee0-83b0-f8f91b29cb76","POLYGON((-0.538577 53.229749,-0.538696 53.229707,-0.538652 53.229676,-0.538621 53.229622,-0.53863 53.229586,-0.53869 53.229419,-0.538807 53.229071,-0.538807 53.229058,-0.538685 53.229046,-0.53865 53.229173,-0.538627 53.229235,-0.538554 53.229447,-0.538532 53.229504,-0.53851 53.229587,-0.538519 53.229654,-0.538577 53.229749))"
"31c0fe82-0323-4037-89ed-0f3c30854f4d","POLYGON((-0.543288 53.225393,-0.543319 53.225338,-0.543275 53.225331,-0.543175 53.225311,-0.543115 53.225302,-0.542976 53.225295,-0.542928 53.225287,-0.542869 53.225275,-0.542661 53.225241,-0.542463 53.225546,-0.54311 53.225672,-0.543288 53.225393))"
"3228df88-2bd2-46e5-a79e-be074ada296e","POLYGON((-0.536414 53.230647,-0.536428 53.230587,-0.536438 53.230434,-0.536495 53.230138,-0.53655 53.229806,-0.536668 53.229271,-0.536746 53.228964,-0.536717 53.228831,-0.536713 53.22856,-0.536303 53.228555,-0.53625 53.229113,-0.536405 53.229113,-0.536402 53.229288,-0.536321 53.229608,-0.536259 53.2299,-0.536153 53.230083,-0.536145 53.230309,-0.536156 53.230437,-0.536141 53.23067,-0.536414 53.230647))"
"322a9202-3bf3-49e1-97ea-73826ff925d4","POLYGON((-0.541316 53.228203,-0.541338 53.228135,-0.541293 53.228129,-0.541303 53.228086,-0.541119 53.228066,-0.541083 53.228177,-0.541095 53.228179,-0.541096 53.228174,-0.541141 53.22818,-0.541139 53.228185,-0.541151 53.228186,-0.541152 53.228181,-0.541196 53.228187,-0.541194 53.228193,-0.541205 53.228194,-0.541209 53.228189,-0.541262 53.228196,-0.541259 53.228201,-0.541268 53.228202,-0.541272 53.228197,-0.541316 53.228203))"
"322a9202-3bf3-49e1-97ea-73826ff925d4","POLYGON((-0.541591 53.228309,-0.541818 53.228342,-0.541927 53.228089,-0.540958 53.227941,-0.540958 53.227949,-0.540876 53.228191,-0.540873 53.228193,-0.540995 53.228215,-0.541153 53.228249,-0.541591 53.228309))"
"3245d487-b915-4086-97bd-d85516130bca","POLYGON((-0.539296 53.235751,-0.539301 53.235672,-0.539109 53.23567,-0.539109 53.235676,-0.539082 53.235676,-0.539066 53.235681,-0.53906 53.235685,-0.53905 53.235695,-0.539045 53.235708,-0.539045 53.235714,-0.539047 53.23572,-0.539052 53.235727,-0.53906 53.235736,-0.539074 53.235743,-0.539084 53.235745,-0.539113 53.235745,-0.539113 53.235751,-0.539296 53.235751))"
"33c6ae1c-d8f9-4eb8-ba58-41ef916d3de8","POLYGON((-0.540162 53.244101,-0.54063 53.237589,-0.53839 53.237461,-0.535836 53.237324,-0.535949 53.239738,-0.536061 53.241962,-0.536225 53.244284,-0.537007 53.244263,-0.538111 53.244196,-0.540162 53.244101))"
"34875110-eb7d-4f7c-aee7-d7a894e5a597","MULTIPOLYGON(((-0.538934 53.233934,-0.538955 53.233827,-0.538955 53.233819,-0.538528 53.233793,-0.53851 53.233911,-0.538934 53.233934)))"
"357ba669-5890-47b4-a8c4-067d196022b1","POLYGON((-0.536258 53.244272,-0.536277 53.244277,-0.536328 53.244282,-0.536531 53.244278,-0.536896 53.244267,-0.537223 53.244255,-0.537833 53.244216,-0.537813 53.244075,-0.536383 53.244145,-0.536082 53.237348,-0.535827 53.237337,-0.536155 53.243819,-0.53621 53.244147,-0.536219 53.244234,-0.536231 53.244249,-0.536258 53.244272))"
"357ba669-5890-47b4-a8c4-067d196022b1","POLYGON((-0.53896 53.243983,-0.537992 53.244054,-0.537999 53.244108,-0.538026 53.244201,-0.538829 53.244154,-0.540162 53.244101,-0.54063 53.237589,-0.540369 53.237575,-0.54037 53.237622,-0.540369 53.237667,-0.540037 53.243944,-0.539567 53.243958,-0.539159 53.243976,-0.53896 53.243983))"
"3591f863-b5c5-4f29-85a2-922a16ec565c","POLYGON((-0.53409 53.235046,-0.534081 53.23503,-0.533786 53.235035,-0.533786 53.235061,-0.533877 53.235084,-0.533878 53.235106,-0.534033 53.235102,-0.534029 53.235071,-0.53409 53.235046))"
"3633e95e-2d1c-4f8a-9b8c-053af6a8b7bb","MULTIPOLYGON(((-0.534348 53.230859,-0.533581 53.230836,-0.53299 53.230801,-0.532412 53.230783,-0.531757 53.230756,-0.530899 53.230727,-0.529127 53.230705,-0.529118 53.230965,-0.529071 53.232612,-0.529451 53.232603,-0.530438 53.232558,-0.531376 53.232504,-0.531824 53.23251,-0.532312 53.232519,-0.533039 53.232541,-0.533104 53.232482,-0.533234 53.232373,-0.533359 53.232296,-0.533451 53.232245,-0.533456 53.232245,-0.533662 53.232155,-0.533809 53.232098,-0.533813 53.232098,-0.533923 53.232061,-0.53406 53.232022,-0.534065 53.232022,-0.534163 53.231521,-0.534218 53.231357,-0.534348 53.230859)),((-0.534348 53.230859,-0.534358 53.230859,-0.534349 53.230856,-0.534348 53.230859)))"
"36d52342-09f5-415b-bac3-5a0184c176ab","POLYGON((-0.536392 53.229283,-0.53641 53.229115,-0.536094 53.229111,-0.535896 53.229102,-0.535511 53.229069,-0.535255 53.229052,-0.534694 53.229024,-0.533976 53.228981,-0.533961 53.229068,-0.534071 53.229074,-0.534481 53.229105,-0.534808 53.229124,-0.535168 53.229172,-0.535344 53.22921,-0.535879 53.229242,-0.536392 53.229283))"
"370fbd7f-ef97-4d80-8a08-e88eceea974e","POLYGON((-0.532933 53.229426,-0.532999 53.229426,-0.533002 53.229346,-0.533001 53.229283,-0.53302 53.229102,-0.532997 53.229101,-0.532952 53.229038,-0.532953 53.229017,-0.532957 53.228991,-0.532959 53.228827,-0.532971 53.22865,-0.532969 53.228554,-0.53297 53.228526,-0.532995 53.228287,-0.532914 53.228293,-0.532891 53.228524,-0.53286 53.228684,-0.532855 53.228736,-0.532863 53.228903,-0.532868 53.229107,-0.532861 53.22931,-0.532863 53.229425,-0.532933 53.229426))"
"37381f8c-e4b1-402f-905a-97c63a4ef3b6","POLYGON((-0.537038 53.231036,-0.537899 53.231142,-0.537918 53.231089,-0.53704 53.230978,-0.537038 53.231036))"
"37381f8c-e4b1-402f-905a-97c63a4ef3b6","POLYGON((-0.538407 53.231232,-0.538596 53.23126,-0.538785 53.231284,-0.538971 53.231314,-0.53931 53.231362,-0.539491 53.23139,-0.539502 53.231365,-0.539067 53.231285,-0.537983 53.231117,-0.537958 53.231172,-0.538407 53.231232))"
"37993e49-9d48-421b-a91b-b78586c544f0","POLYGON((-0.534229 53.234309,-0.534107 53.234209,-0.534002 53.234263,-0.533835 53.234323,-0.533653 53.234375,-0.533681 53.234477,-0.534068 53.234382,-0.534229 53.234309))"
"37ecf495-354b-4c36-b4bb-e3785786a15f","POLYGON((-0.549528 53.220659,-0.545083 53.220057,-0.544663 53.220012,-0.541724 53.219398,-0.541668 53.219518,-0.541353 53.220368,-0.539848 53.223746,-0.53938 53.224829,-0.539208 53.225699,-0.539038 53.226537,-0.538477 53.228302,-0.538928 53.228344,-0.540005 53.228398,-0.540652 53.228465,-0.542085 53.228602,-0.542745 53.228421,-0.543056 53.228194,-0.54374 53.227383,-0.544468 53.226535,-0.545256 53.22579,-0.545809 53.225163,-0.546778 53.224088,-0.547055 53.22372,-0.547183 53.223545,-0.547309 53.22342,-0.547835 53.222956,-0.548235 53.222643,-0.548768 53.222181,-0.549133 53.221836,-0.549381 53.221293,-0.549528 53.220659))"
"38882230-25d4-4426-9f95-e724cbff62ab","POLYGON((-0.537803 53.232696,-0.538184 53.232607,-0.538314 53.23258,-0.538431 53.232552,-0.538605 53.232518,-0.538957 53.232441,-0.539196 53.232391,-0.539212 53.23234,-0.538336 53.232528,-0.537732 53.232667,-0.5378 53.232696,-0.537803 53.232696))"
"38c707f3-fb72-4736-86de-4d5e61884a6a","POLYGON((-0.538779 53.234626,-0.538789 53.234578,-0.538724 53.234572,-0.53854 53.23456,-0.538531 53.234607,-0.538779 53.234626))"
"391f6e09-e599-40bb-a8c0-b5290faecd7e","POLYGON((-0.540495 53.228618,-0.540496 53.228554,-0.54026 53.22854,-0.540249 53.228618,-0.540285 53.228621,-0.540289 53.228603,-0.54032 53.228605,-0.540319 53.228608,-0.540495 53.228618))"
"39364f03-ec34-4d2e-ae25-eb89047c3b77","POLYGON((-0.533806 53.234036,-0.533693 53.233908,-0.533605 53.233934,-0.533484 53.233968,-0.533319 53.234017,-0.533405 53.234131,-0.533598 53.23409,-0.533806 53.234036))"
"3a28b8a6-8cd8-41dc-830d-7a9ffd888d55","POLYGON((-0.543999 53.229682,-0.54431 53.228886,-0.544288 53.228883,-0.54427 53.228876,-0.543959 53.229676,-0.543999 53.229682))"
"3ae54f24-9b7b-40ff-9fec-9b6e5223c96b","POLYGON((-0.535511 53.230832,-0.535231 53.230843,-0.535022 53.230853,-0.53502 53.230971,-0.535007 53.231076,-0.534971 53.231341,-0.535207 53.23135,-0.535369 53.231359,-0.535521 53.23137,-0.535933 53.230967,-0.535968 53.230928,-0.535987 53.230911,-0.536096 53.230797,-0.535864 53.230813,-0.535511 53.230832))"
"3b7b3c2a-631a-414c-bf3c-2d7d4e781346","POLYGON((-0.540494 53.229334,-0.540516 53.229269,-0.540439 53.22926,-0.540416 53.229326,-0.540494 53.229334))"
"3b7b3c2a-631a-414c-bf3c-2d7d4e781346","POLYGON((-0.540217 53.229303,-0.540304 53.229313,-0.540327 53.229247,-0.540233 53.229237,-0.540217 53.229303))"
"3bdad5eb-9a25-422b-8de5-f9d2c5cc318d","POLYGON((-0.538769 53.235816,-0.538814 53.235578,-0.538629 53.235567,-0.538584 53.235805,-0.538769 53.235816))"
"3c0c5050-5714-4b43-b1d7-272dc5d446c7","POLYGON((-0.536772 53.235622,-0.53676 53.235623,-0.536714 53.235581,-0.536556 53.23559,-0.536557 53.235595,-0.536448 53.235598,-0.53645 53.23564,-0.536332 53.235645,-0.536342 53.235676,-0.536349 53.235725,-0.536363 53.235791,-0.536373 53.235854,-0.536453 53.23585,-0.53666 53.235834,-0.536795 53.235827,-0.536772 53.235622))"
"3c434541-3786-4f6c-8fb7-55adbaa08f72","POLYGON((-0.543581 53.230751,-0.543545 53.230828,-0.543905 53.230871,-0.545689 53.231105,-0.545914 53.231142,-0.546262 53.231188,-0.54645 53.231215,-0.547027 53.231307,-0.547777 53.231445,-0.548088 53.231514,-0.548396 53.231596,-0.548518 53.231636,-0.5486 53.231666,-0.54879 53.231731,-0.549534 53.232014,-0.550212 53.23226,-0.550972 53.232526,-0.55214 53.232919,-0.553817 53.233487,-0.554861 53.233848,-0.555357 53.234012,-0.556365 53.234354,-0.556442 53.234273,-0.555967 53.234115,-0.555301 53.233897,-0.554542 53.233635,-0.554542 53.233633,-0.552994 53.233104,-0.550682 53.232326,-0.550392 53.232222,-0.549123 53.231753,-0.549119 53.231753,-0.548647 53.231566,-0.54851 53.231528,-0.54785 53.231372,-0.547169 53.231247,-0.546447 53.231129,-0.545857 53.231042,-0.545174 53.230959,-0.543738 53.230767,-0.543581 53.230751))"
"3c8aba93-da22-4491-b7f2-7b0be055eda9","POLYGON((-0.536628 53.233122,-0.53663 53.233107,-0.536619 53.233107,-0.536622 53.233082,-0.53666 53.233084,-0.536664 53.233052,-0.536629 53.233051,-0.536632 53.233015,-0.536672 53.233017,-0.536675 53.232994,-0.536636 53.232993,-0.536637 53.232976,-0.536656 53.232972,-0.536659 53.232938,-0.536613 53.232946,-0.536604 53.23293,-0.536581 53.232935,-0.536588 53.23295,-0.536518 53.232962,-0.536514 53.232954,-0.536493 53.232957,-0.536496 53.232965,-0.536441 53.232974,-0.536432 53.232958,-0.536407 53.232963,-0.53642 53.232993,-0.536414 53.233044,-0.536369 53.233044,-0.536362 53.233107,-0.536595 53.233116,-0.536595 53.233121,-0.536628 53.233122))"
"3dc04512-5f4f-4175-9478-6b8f4b7acc00","POLYGON((-0.532423 53.233162,-0.532421 53.233159,-0.53243 53.23306,-0.532286 53.233061,-0.532035 53.233055,-0.532043 53.232942,-0.532096 53.232943,-0.532092 53.232932,-0.532094 53.232902,-0.531968 53.232807,-0.531934 53.232801,-0.531937 53.232783,-0.531873 53.232776,-0.531729 53.232801,-0.531705 53.232797,-0.5317 53.232814,-0.531649 53.23281,-0.531641 53.232822,-0.531553 53.232815,-0.53138 53.232824,-0.531234 53.232841,-0.531236 53.232849,-0.531085 53.232891,-0.530976 53.232985,-0.53089 53.23308,-0.531214 53.233229,-0.531421 53.233328,-0.531998 53.233282,-0.53224 53.23337,-0.532307 53.233386,-0.532353 53.233318,-0.532401 53.233226,-0.532409 53.233208,-0.532417 53.233185,-0.532423 53.233162))"
"3e7d5fae-273a-44ac-8b69-25d668333418","POLYGON((-0.52897 53.230754,-0.529583 53.230762,-0.52959 53.230545,-0.528978 53.230537,-0.52897 53.230754))"
"3e8c6358-d702-4d54-b9d8-0d3ffd884cab","POLYGON((-0.534927 53.233693,-0.535047 53.234081,-0.5349 53.235232,-0.535001 53.235231,-0.53514 53.234066,-0.534962 53.233625,-0.534928 53.233551,-0.534544 53.233143,-0.53443 53.232981,-0.534351 53.232857,-0.534254 53.232635,-0.534202 53.232635,-0.534225 53.232696,-0.53423 53.232696,-0.534239 53.232754,-0.534235 53.23279,-0.534286 53.232895,-0.534388 53.233039,-0.534453 53.233134,-0.534524 53.233215,-0.534561 53.233264,-0.534577 53.23331,-0.534782 53.233497,-0.534886 53.233615,-0.534927 53.233693))"
"3e8d5467-f6e4-4c0f-9905-956062525c33","POLYGON((-0.528081 53.232596,-0.528091 53.232143,-0.526451 53.232122,-0.526432 53.232537,-0.528081 53.232596))"
"3eb29a26-5cf4-4e2c-aadb-dbbe3b270cc3","POLYGON((-0.538474 53.235396,-0.538472 53.23539,-0.538478 53.235351,-0.53847 53.23524,-0.538453 53.235122,-0.538382 53.234897,-0.538233 53.234925,-0.537711 53.235035,-0.537171 53.23514,-0.537238 53.235388,-0.537889 53.235372,-0.538092 53.235379,-0.538474 53.235396))"
"3eca41e0-b9a9-4aeb-8277-25fe53af645f","POLYGON((-0.538515 53.23294,-0.538487 53.233039,-0.538709 53.233034,-0.538835 53.233038,-0.538856 53.232943,-0.538826 53.232941,-0.538748 53.232939,-0.538635 53.232939,-0.538635 53.232941,-0.538515 53.23294))"
"3ed01a11-645e-4f2c-8ad7-dbd99acd1568","POLYGON((-0.536239 53.233355,-0.536168 53.233032,-0.53602 53.233054,-0.536082 53.233364,-0.536239 53.233355))"
"3f02f6e8-afd5-4ec5-8de6-b949cbd033e8","POLYGON((-0.540235 53.223675,-0.540223 53.223705,-0.542312 53.223959,-0.543089 53.224045,-0.543106 53.224012,-0.542446 53.22394,-0.541666 53.223851,-0.540235 53.223675))"
"3f3f5790-bc1f-47bb-832f-e8480a55363a","POLYGON((-0.536788 53.228861,-0.538884 53.229095,-0.538886 53.229088,-0.538878 53.229087,-0.538879 53.229084,-0.536768 53.228848,-0.53573 53.233623,-0.53575 53.233624,-0.536788 53.228861))"
"3f3f5790-bc1f-47bb-832f-e8480a55363a","POLYGON((-0.539371 53.229153,-0.539809 53.229204,-0.540304 53.22926,-0.541875 53.229443,-0.54391 53.229681,-0.542444 53.234011,-0.542461 53.234012,-0.54394 53.229668,-0.541884 53.229423,-0.539374 53.22914,-0.539371 53.229153))"
"3f3f5790-bc1f-47bb-832f-e8480a55363a","POLYGON((-0.535433 53.235434,-0.535414 53.235432,-0.535163 53.237025,-0.536658 53.237118,-0.537958 53.237193,-0.53796 53.237179,-0.535179 53.237014,-0.535433 53.235434))"
"3f3f5790-bc1f-47bb-832f-e8480a55363a","POLYGON((-0.535483 53.235187,-0.535744 53.233639,-0.537642 53.233755,-0.538519 53.23381,-0.538521 53.233796,-0.53573 53.233623,-0.535725 53.233644,-0.535558 53.234628,-0.535461 53.235185,-0.535483 53.235187))"
"3f3f5790-bc1f-47bb-832f-e8480a55363a","POLYGON((-0.538955 53.233821,-0.538954 53.233829,-0.542484 53.234025,-0.542212 53.235657,-0.542232 53.235658,-0.542513 53.234015,-0.538955 53.233821))"
"3f3f5790-bc1f-47bb-832f-e8480a55363a","POLYGON((-0.541882 53.237458,-0.538464 53.237251,-0.538459 53.237261,-0.541899 53.23747,-0.542186 53.235862,-0.542168 53.235861,-0.541882 53.237458))"
"42595c7a-5b03-47d1-bd5d-c73fa8d2da72","POLYGON((-0.552962 53.199581,-0.552679 53.198988,-0.55264 53.198918,-0.552587 53.198835,-0.552541 53.198775,-0.551594 53.198818,-0.55166 53.199051,-0.551669 53.199072,-0.551715 53.199162,-0.551792 53.19932,-0.551891 53.199474,-0.551997 53.199629,-0.552962 53.199581))"
"42a0c2a8-01e1-4d46-9ef3-5452ef2713a5","POLYGON((-0.543638 53.223541,-0.54366 53.223483,-0.543971 53.222849,-0.544371 53.221936,-0.544431 53.221804,-0.544459 53.221733,-0.544812 53.220698,-0.545014 53.220056,-0.545171 53.219586,-0.545246 53.219289,-0.545351 53.218956,-0.545488 53.218291,-0.545764 53.217028,-0.545853 53.216675,-0.546059 53.215924,-0.546453 53.214652,-0.546843 53.213491,-0.547253 53.212281,-0.547299 53.212138,-0.547358 53.212028,-0.547386 53.211966,-0.547425 53.211909,-0.547667 53.211637,-0.547842 53.211466,-0.547948 53.211324,-0.547993 53.211258,-0.548052 53.211156,-0.548357 53.210664,-0.548466 53.210481,-0.548622 53.210239,-0.548774 53.210013,-0.5496 53.208602,-0.549923 53.208012,-0.550121 53.207604,-0.550228 53.207397,-0.550674 53.206445,-0.551225 53.205315,-0.55164 53.204515,-0.551892 53.204137,-0.552744 53.202973,-0.552987 53.202643,-0.553425 53.20215,-0.553523 53.202073,-0.553617 53.202024,-0.553733 53.201985,-0.553855 53.201962,-0.553967 53.201952,-0.554088 53.201952,-0.554317 53.20197,-0.556675 53.202214,-0.556947 53.202232,-0.557014 53.202229,-0.557173 53.202213,-0.557466 53.202177,-0.557848 53.202126,-0.560699 53.201741,-0.561345 53.201643,-0.563406 53.201262,-0.564105 53.201126,-0.564599 53.201019,-0.565136 53.200873,-0.567276 53.200294,-0.567577 53.200201,-0.567915 53.20009,-0.568151 53.199996,-0.568765 53.199735,-0.573416 53.197854,-0.575751 53.196873,-0.57823 53.195817,-0.577958 53.195669,-0.57606 53.196463,-0.574476 53.197148,-0.572702 53.197892,-0.572066 53.198163,-0.570261 53.198929,-0.567656 53.200023,-0.567443 53.200095,-0.567179 53.200164,-0.566452 53.200359,-0.565614 53.200593,-0.56424 53.200951,-0.563817 53.201023,-0.563115 53.201152,-0.562796 53.201208,-0.562116 53.201322,-0.561359 53.201461,-0.560795 53.20155,-0.560264 53.201625,-0.557667 53.202011,-0.557256 53.202057,-0.557078 53.202074,-0.556861 53.202076,-0.556735 53.202075,-0.556592 53.202062,-0.556194 53.202024,-0.554907 53.201884,-0.554282 53.201805,-0.553947 53.201775,-0.553811 53.201764,-0.553693 53.201769,-0.553581 53.201786,-0.553469 53.201829,-0.553357 53.201881,-0.553239 53.201972,-0.553167 53.202049,-0.553093 53.20215,-0.552595 53.202804,-0.55173 53.203931,-0.551564 53.204151,-0.551436 53.204324,-0.551343 53.204465,-0.551019 53.205073,-0.5504 53.206251,-0.55008 53.206885,-0.549764 53.207498,-0.549187 53.208603,-0.548586 53.209777,-0.548141 53.21062,-0.547747 53.211264,-0.547615 53.211443,-0.547408 53.211638,-0.547287 53.211778,-0.547197 53.211886,-0.547133 53.211977,-0.547083 53.212088,-0.547022 53.212261,-0.546872 53.212651,-0.546745 53.213017,-0.546334 53.214156,-0.546207 53.214525,-0.54595 53.21524,-0.545591 53.216259,-0.54552 53.216482,-0.545224 53.217709,-0.544924 53.218935,-0.544737 53.219751,-0.544693 53.21987,-0.544564 53.220385,-0.544466 53.22069,-0.543956 53.221993,-0.543895 53.222161,-0.543695 53.222653,-0.543522 53.223089,-0.543328 53.223586,-0.543638 53.223541))"
"433df5e3-7171-42cb-8cca-ba13cf1afcb8","POLYGON((-0.537951 53.240914,-0.537953 53.240847,-0.537962 53.240746,-0.537556 53.240744,-0.537544 53.240878,-0.537774 53.240887,-0.537794 53.240905,-0.537951 53.240914))"
"44c48bb1-3a9a-4a31-be9b-352a5b0b17bf","POLYGON((-0.539049 53.254558,-0.538965 53.254527,-0.538938 53.254526,-0.538878 53.254556,-0.538874 53.254571,-0.538881 53.254585,-0.538891 53.25459,-0.538917 53.254601,-0.538947 53.254608,-0.538975 53.254612,-0.539007 53.254604,-0.539057 53.254583,-0.539051 53.25456,-0.539049 53.254558))"
"45b3597c-45b1-4fd6-9471-3a9dd69cc939","POLYGON((-0.537203 53.228549,-0.53721 53.228441,-0.537206 53.228404,-0.537156 53.228367,-0.537122 53.228344,-0.537013 53.228323,-0.536883 53.228301,-0.536876 53.228311,-0.536846 53.228308,-0.536793 53.228343,-0.536732 53.228404,-0.536725 53.228416,-0.536715 53.228537,-0.537203 53.228549))"
"45c33337-2bd4-492c-a0b9-78a11c5085cc","POLYGON((-0.536711 53.232768,-0.536718 53.232768,-0.537201 53.232688,-0.537057 53.232484,-0.536595 53.232553,-0.536711 53.232768))"
"4689ba2e-7e6c-4d13-a4c3-1ba33ce6af58","POLYGON((-0.54504 53.216743,-0.54495 53.216739,-0.54475 53.216724,-0.544701 53.216716,-0.544665 53.216707,-0.544584 53.216654,-0.54453 53.216615,-0.54448 53.216577,-0.544361 53.216479,-0.544272 53.216399,-0.544188 53.216318,-0.544058 53.216181,-0.543979 53.216063,-0.543926 53.215935,-0.543868 53.215789,-0.54381 53.215727,-0.543643 53.215604,-0.543465 53.215407,-0.54344 53.21541,-0.543631 53.215617,-0.543782 53.215732,-0.543846 53.2158,-0.543904 53.215939,-0.543934 53.216017,-0.543953 53.216059,-0.544036 53.216187,-0.544104 53.216262,-0.544208 53.216371,-0.544255 53.216411,-0.544337 53.216491,-0.544374 53.216522,-0.544404 53.216544,-0.544479 53.216605,-0.544506 53.216625,-0.54455 53.216662,-0.544564 53.216674,-0.544614 53.216712,-0.544645 53.21673,-0.544688 53.216747,-0.544729 53.216757,-0.544776 53.216763,-0.545114 53.216784,-0.545112 53.216741,-0.54504 53.216743))"
"46ce19be-29dd-42a7-bd74-6093742e41e7","POLYGON((-0.537732 53.235021,-0.537676 53.234917,-0.537619 53.234928,-0.537676 53.235033,-0.537732 53.235021))"
"48114b3e-8aee-461e-a85d-5949e6d044f2","POLYGON((-0.534387 53.232111,-0.534297 53.232137,-0.534162 53.232296,-0.534149 53.232319,-0.534147 53.232326,-0.534157 53.232375,-0.534195 53.232535,-0.534212 53.232618,-0.534211 53.232635,-0.53425 53.232635,-0.534245 53.232621,-0.534251 53.232621,-0.534265 53.232604,-0.534261 53.232513,-0.534255 53.232475,-0.534241 53.232365,-0.534239 53.232345,-0.534248 53.232307,-0.534387 53.232111))"
"4a3f8efa-fe11-41e4-8fe0-51caa35e896f","POLYGON((-0.544042 53.230044,-0.544031 53.23007,-0.544351 53.230173,-0.544594 53.230261,-0.545217 53.230468,-0.545408 53.230536,-0.547525 53.23131,-0.548019 53.231412,-0.548634 53.231561,-0.546497 53.230735,-0.546184 53.230626,-0.545841 53.230512,-0.54494 53.230207,-0.544341 53.230026,-0.544291 53.229976,-0.544277 53.229952,-0.544149 53.229892,-0.544228 53.229724,-0.544061 53.229696,-0.543887 53.229589,-0.543811 53.229553,-0.54371 53.229519,-0.543469 53.229473,-0.543262 53.229443,-0.543162 53.229433,-0.542248 53.229321,-0.542157 53.229412,-0.542179 53.229449,-0.542539 53.229498,-0.542618 53.229501,-0.542718 53.229524,-0.542811 53.229542,-0.543408 53.229628,-0.54361 53.229661,-0.543711 53.229689,-0.543796 53.229726,-0.543876 53.229771,-0.543907 53.229791,-0.543932 53.229809,-0.543955 53.229829,-0.543983 53.229857,-0.543999 53.229876,-0.544016 53.229902,-0.54404 53.229961,-0.544045 53.229986,-0.544047 53.230011,-0.544042 53.230044))"
"4acdb97b-8b76-4b7d-8aee-9aa1fe73846e","POLYGON((-0.539077 53.239203,-0.540291 53.239165,-0.540346 53.238103,-0.538778 53.23821,-0.538961 53.238627,-0.539077 53.239203))"
"4c4c14cd-ce95-49ee-88e6-bbcc08ddd7bc","POLYGON((-0.542041 53.236374,-0.542071 53.236376,-0.542076 53.236345,-0.542047 53.236343,-0.542041 53.236374))"
"4cbc7c52-1e04-4c3a-9347-0fdf5c31d909","POLYGON((-0.538715 53.236638,-0.538517 53.236631,-0.538516 53.236636,-0.53841 53.236633,-0.538408 53.236656,-0.538311 53.236654,-0.538307 53.236716,-0.538706 53.236727,-0.538715 53.236638))"
"4d576c6f-fc6c-4d54-ab8c-d271fb7f1cc5","POLYGON((-0.540581 53.231492,-0.540567 53.23154,-0.540639 53.23155,-0.540663 53.231469,-0.540624 53.231463,-0.540591 53.23146,-0.540581 53.231492))"
"4d576c6f-fc6c-4d54-ab8c-d271fb7f1cc5","POLYGON((-0.540581 53.231492,-0.540567 53.23154,-0.540639 53.23155,-0.540663 53.231469,-0.540624 53.231463,-0.540591 53.23146,-0.540581 53.231492))"
"4df61421-58e4-44d4-b737-c07c6dd1c798","MULTIPOLYGON(((-0.538128 53.237921,-0.538133 53.237948,-0.53809 53.237947,-0.537633 53.237929,-0.537211 53.237939,-0.53718 53.237679,-0.537178 53.237676,-0.537176 53.237676,-0.537985 53.237537,-0.53811 53.237587,-0.538127838323353 53.237918,-0.538127 53.237918,-0.538128 53.237921)),((-0.538127838323353 53.237918,-0.538133 53.237918,-0.538128 53.237921,-0.538127838323353 53.237918)))"
"4eed618b-0045-4fdd-b5d6-d8d302b46a6e","POLYGON((-0.539225 53.235724,-0.539288 53.235725,-0.53929 53.235668,-0.539227 53.235667,-0.539225 53.235724))"
"4f2d8b4d-a1b4-448f-b272-31f615cedbde","POLYGON((-0.537488 53.230209,-0.537489 53.230205,-0.537658 53.230156,-0.537701 53.229738,-0.537741 53.229494,-0.537745 53.229427,-0.537783 53.22933,-0.537815 53.229212,-0.53791 53.228982,-0.537681 53.229026,-0.537656 53.229125,-0.537603 53.229293,-0.537577 53.22941,-0.53754 53.229639,-0.537523 53.229749,-0.53752 53.229792,-0.537514 53.229825,-0.537501 53.230024,-0.537499 53.230111,-0.537488 53.230209))"
"4f6f922f-2d40-43ab-bdd3-aa0b740179ac","POLYGON((-0.541155 53.226819,-0.541351 53.226866,-0.541564 53.226508,-0.540783 53.226306,-0.540635 53.226544,-0.540564 53.226677,-0.540571 53.226691,-0.541155 53.226819))"
"4f6f922f-2d40-43ab-bdd3-aa0b740179ac","POLYGON((-0.540018 53.236119,-0.539937 53.236098,-0.540015 53.236636,-0.54054 53.2365,-0.540706 53.236381,-0.540574 53.23633,-0.540384 53.236248,-0.540018 53.236119))"
