ResourceID,PRN Type,Protection Type,Heritage Asset Name,Description 1,Description Type 1,Description 2,Description Type 2,Entry Type,External Information System,External Information System PRN,Area Type,Evidence,Designation or Protection Type,Grade,Compiler (Organisation),Compiler (Person),Date of Compilation,Date of Last Update,GIS File,GIS REFERENCE FIELD,GIS REFERENCE,wkt
17bc1f4d-c30d-40b4-be4c-8b3664ffe460,LARA RAZ AREA,,Housing in Upper Wigford (north of Great Gowt),"Surprisingly little is known from excavation of the character of housing in the suburb between the 9th and the 14th centuries. Even so some speculative possibilities have been floated and it should be the role of subsequent work here to investigate these paradigms. The first of these speculations relates to the sequence of development of commercial activity on the abandoned Roman peninsula. Development here, it is suggested (eg. Stocker 2000), followed a common model for the development of permanent settlements on islands and on the banks of rivers throughout medieval Europe. First the sloping sandy or gravel shore became a beaching place for boats of riparian traders; then over time, traders‰Û¡ÌÝå» booths were established above the high water mark. Subsequently, it is argued, such a beach market would be replanned with a proper layout of streets, churches and other facilities, and provided with an upright quayside. What little we know of the archaeology of the northern half of Wigford would fit this model comfortably, but it remains a model to be tested through excavation in the future. The 'strands' were clearly mainly on the western side of the suburb, although (with our new understanding of the layout of the port - RAZ 9.5 - we should not lose sight of the likelihood that there were potential landing places on the east side of the peninsula at least as far south as the parish of St Mary-le-Wigford. The model would indicate that the ‰Û¡ÌÝÌástrand‰Û¡ÌÝå» phase may have occupied the late 9th through to the mid 10th century and that it was only in the second half of the 10th century that any re-planning took place. At present this judgement is based only on the sudden appearance of graveyards at St Marks (SM76) and St Mary-le-Wigford in the second half of the 10th century, which are laid out along the central street (Stocker 2000), and not on the recovery of domestic buildings. The only other sign of such buildings came in the form of the building slots cut into the surface of Ermine Street at St Mary‰Û¡ÌÝå»s Guildhall (SMG82), but although post Roman and pre 12th century, the slots here were essentially undated. Recovery of any such surviving buildings along the Ermine Street frontage must be considered a major priority for future work.The second model, which relates to the development of domestic buildings in Wigford, was also proposed as the result of excavations at St Mary‰Û¡ÌÝå»s Guildhall (Stocker 1991, 3-4). It is that, from the 12th century onwards, the suburb became the favoured residence of the urban elite. Certainly we have plenty of evidence for the construction here of important town-houses in the 12th and 13th centuries and also many accounts of the residence here of key citizens. It was argued in 1991 that many of these important figures may have been attracted here by the decision of the King to build his Lincoln house (hospicium) in this part of the city, whether or not St Mary‰Û¡ÌÝå»s Guildhall represents the remains of that house (Ibid.). The remains of several of these high-status buildings are known, even if they do not survive (St Andrew‰Û¡ÌÝå»s Hall, Sibthorpe House, Scotch Hall) and the positions of others are known through documentary evidence. St Mary‰Û¡ÌÝå»s Guildhall does survive of course and has already been the subject of intensive archaeological study (Ibid.), but the other building which might retain fabric of this date, St Andrew‰Û¡ÌÝå»s Row, has yet to be studied. Exley and Williamson (1955-6) and Stanley Jones (1990, 145) both suggest that the building reported on this site by Willson had features which would date it to the 12th or 13th century but both presume that all traces of this earlier structure were removed when the range was rebuilt by Mr Peart in 1797. It is possible, however, that much evidence for the original form of this early row-like building survives within the modern fabric and any information about the layout or date of the buildings will be of great importance to our understanding of this little known class of st",Summary,"The RAZ boundaries have been drawn to include the High Street frontages of Upper Wigford north of Great Gowt. On both sides of the street the properties extended back to the waterfront (RAZ 9.7 and 9.5), but along both sides, it is known that the High Street properties were also incorporated into the quaysides, some of which may have contained communal as well as private structures. The boundaries between RAZ 9.33 and RAZ 9.5 and 9.7 may, therefore, be boundaries of function rather than of ownership.",Boundary Description,,Lincoln Archaeological Resource Assessment,9.33,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,9.33,
17bc1f4d-c30d-40b4-be4c-8b3664ffe460,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54085 53.22798,-0.54153 53.22694,-0.54195 53.22629,-0.5423 53.22573,-0.54244 53.22555,-0.5425 53.22558,-0.54267 53.2256,-0.54282 53.22561,-0.54301 53.22561,-0.54311 53.2256,-0.54318 53.2256,-0.54324 53.22551,-0.54329 53.22543,-0.54332 53.22539,-0.54334 53.22535,-0.54308 53.2253,-0.54266 53.22521,-0.54279 53.22503,-0.54295 53.2248,-0.54302 53.22469,-0.54305 53.22463,-0.54309 53.22457,-0.54337 53.22463,-0.54356 53.22467,-0.54366 53.22469,-0.54371 53.22461,-0.54377 53.2245,-0.54381 53.22444,-0.54382 53.22441,-0.54357 53.22436,-0.54342 53.22433,-0.54333 53.22431,-0.54326 53.22429,-0.54351 53.22387,-0.54378 53.22336,-0.54396 53.22298,-0.54412 53.22261,-0.54419 53.22248,-0.5443 53.2225,-0.54446 53.22253,-0.54462 53.22255,-0.54465 53.22248,-0.54468 53.22242,-0.54471 53.22235,-0.54457 53.22232,-0.54445 53.2223,-0.5443 53.22227,-0.54457 53.22167,-0.54473 53.22118,-0.54483 53.22087,-0.54494 53.22057,-0.54502 53.22034,-0.54504 53.22027,-0.54518 53.22029,-0.54519 53.22028,-0.5458 53.22036,-0.54674 53.22049,-0.54719 53.22057,-0.54695 53.22106,-0.54671 53.22156,-0.54653 53.2219,-0.54631 53.22225,-0.54585 53.22295,-0.54546 53.2235,-0.54508 53.22401,-0.54473 53.22447,-0.54423 53.2251,-0.54387 53.22556,-0.54366 53.22583,-0.5432 53.22643,-0.54243 53.22741,-0.54219 53.22772,-0.54201 53.22783,-0.5419 53.2279,-0.54179 53.22797,-0.54164 53.22798,-0.54137 53.22799,-0.54104 53.228,-0.54085 53.22798)))"
17bc1f4d-c30d-40b4-be4c-8b3664ffe460,,,,,,,,,,,,,,,,,,,,,,"GEOMETRYCOLLECTION(MULTIPOLYGON(((-0.53955 53.22719,-0.53959 53.22709,-0.53966 53.22692,-0.53976 53.22668,-0.53995 53.22629,-0.54014 53.2259,-0.54023 53.2257,-0.54027 53.22558,-0.54041 53.22528,-0.54045 53.22514,-0.54049 53.225,-0.54058 53.2247,-0.54064 53.22441,-0.54075 53.22412,-0.54081 53.22394,-0.54091 53.22362,-0.54095 53.22348,-0.54099 53.22331,-0.54105 53.22311,-0.54107 53.22291,-0.54113 53.22247,-0.5412 53.22202,-0.54126 53.22162,-0.54137 53.22114,-0.5415 53.22063,-0.54153 53.22046,-0.54167 53.22006,-0.54178 53.21973,-0.54181 53.21959,-0.54221 53.2197,-0.54245 53.21976,-0.5431 53.21988,-0.54319 53.2199,-0.54331 53.21992,-0.54342 53.21995,-0.54352 53.21997,-0.54361 53.21998,-0.54373 53.22001,-0.54386 53.22004,-0.54396 53.22006,-0.54411 53.22009,-0.54389 53.22038,-0.54452 53.22052,-0.54446 53.22083,-0.54443 53.22104,-0.54441 53.22117,-0.54439 53.22128,-0.54435 53.22149,-0.54431 53.22164,-0.544 53.22158,-0.54351 53.2215,-0.54326 53.22197,-0.54406 53.2221,-0.5439 53.22246,-0.54378 53.22272,-0.54372 53.22288,-0.54358 53.22318,-0.54355 53.22323,-0.54352 53.22332,-0.54348 53.22338,-0.54316 53.22334,-0.54253 53.22326,-0.54246 53.22351,-0.54243 53.2237,-0.54285 53.22376,-0.54326 53.22382,-0.54312 53.22406,-0.54301 53.22427,-0.54287 53.22452,-0.54269 53.22482,-0.54261 53.22496,-0.54236 53.22536,-0.54213 53.2257,-0.54194 53.22601,-0.54182 53.22619,-0.54168 53.22639,-0.54159 53.22653,-0.54087 53.22634,-0.54082 53.22634,-0.54078 53.22635,-0.54059 53.22669,-0.54059 53.22671,-0.54134 53.22688,-0.54125 53.227,-0.54112 53.22721,-0.54106 53.22733,-0.54099 53.22743,-0.54051 53.22733,-0.53996 53.22725,-0.53972 53.22721,-0.53955 53.22719)),((-0.53954 53.22739,-0.53954 53.22733,-0.53955 53.22719,-0.53955 53.22728,-0.53954 53.22739)),((-0.53954 53.22745,-0.53957 53.22758,-0.53957 53.22759,-0.53954 53.22745)),((-0.53957 53.22761,-0.5398 53.22764,-0.54033 53.2277,-0.54063 53.22774,-0.54081 53.22776,-0.54073 53.22787,-0.54067 53.22797,-0.54061 53.22797,-0.54058 53.22807,-0.54047 53.22845,-0.53989 53.22841,-0.53992 53.22787,-0.53974 53.22779,-0.53967 53.22775,-0.53957 53.22761))),MULTILINESTRING((-0.53957 53.22759,-0.53957 53.22761),(-0.53954 53.22739,-0.53954 53.22744),(-0.53954 53.22744,-0.53954 53.22745)))"
18138f10-2b5b-434e-b87e-aaba811bede5,LARA RAZ AREA,,"Lincoln School, Wragby Road site","Once the two schools had been reunited at the Upper Lindum Street site in 1900 (RAZ 11.57) it immediately became clear that the premises were not large enough and consequently, in 1906, a new complex of buildings, designed by Leonard Stokes, was built on the north side of Wragby Road. Few comparisons express the advances made in educational thinking between 1870 and the Edwardian period more eloquently than a comparison between the Upper Lindum Street building and the new purpose-built buildings at Wragby Road. In particular the provision for science rooms in the new buildings represents an important trend in educational thinking which was to prove typical of the 20th century nationally. Again these buildings exemplify their purpose in both their layout and in many of the architectural fittings with which they were fitted, and it is important that the original plan forms and the details themselves are recorded during repair and alteration. The comparison between the facilities provided here and at the City School (especially following its contemporary expansion in 1906) will be particularly interesting, as both institutions were dedicated to education in sciences (RAZ 11.56).",Summary,The RAZ is mapped following the boundary of the site depicted on the 1907 O.S. map and includes a 10m wide extension on each side to accommodate buried features not mapped.,Boundary Description,,Lincoln Archaeological Resource Assessment,11.59,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,11.59,
18138f10-2b5b-434e-b87e-aaba811bede5,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.52389 53.24238,-0.52343 53.24205,-0.52317 53.24187,-0.52286 53.24165,-0.52252 53.24141,-0.52258 53.24138,-0.52239 53.24116,-0.52216 53.2409,-0.52182 53.24053,-0.52164 53.2403,-0.52149 53.24013,-0.52126 53.23987,-0.52101 53.23958,-0.52079 53.23934,-0.52098 53.23927,-0.52175 53.23903,-0.52217 53.23889,-0.52264 53.23875,-0.52305 53.23859,-0.52336 53.23847,-0.52373 53.23886,-0.52408 53.23926,-0.52445 53.2397,-0.52464 53.23993,-0.52475 53.24004,-0.52482 53.24014,-0.52498 53.24038,-0.525 53.24041,-0.52533 53.24085,-0.52546 53.24104,-0.52559 53.24126,-0.52566 53.24137,-0.52572 53.24145,-0.52567 53.24148,-0.52525 53.24169,-0.52524 53.24169,-0.52524 53.2417,-0.52451 53.24207,-0.5245 53.24207,-0.52449 53.24208,-0.5239 53.24237,-0.52389 53.24238)))"
183189ec-e583-431e-85c1-cf2a00bbd61a,LARA RAZ AREA,,Holy Cross Wigford,"We have seen that the foundation of this church is a matter of interest (RAZ 9.60.16), but we know little of its late medieval history. The foundation of the Guild of St Sepulchre here (perhaps in 1376 - Westlake 1919, 166-75) indicates some level of institutional vitality and the Guild is likely to have had some impact on the liturgical layout of the church and so is its redundancy. We know little of its history in the late medieval period but in 1548 its bells were taken down (presumably to be sold - HMC 1895, 41) and in 1551 the building was leased out by the City Council to the recently reformed guild of Clothiers ‰Û¡ÌÝÌáfor the making of a walk mill and a dye house of the church‰Û¡ÌÝå» (HMC 1895, 44; Stocker 1990). This venture represents one of several late medieval and early modern attempts by the City Council to stimulate the cloth manufacturing industry in the city (see e.g. 10.53.4) and in this case will be of particular interest because the terms of the lease are so specific. The process of conversion will be very revealing about popular attitudes to the Reformation. Was any care taken in converting the building for such profane uses (for example reburial of disturbed bodies, avoidance of certain parts of the church for certain functions) or was it treated simply as a new building? Is there any evidence that the church was formally deconsecrated before being turned over to its new uses? The converted church is itself of very great interest. It is not often that we have the opportunity to study a newly designed factory of a known date as we seem to have here and full advantage should be taken. Future archaeological research should aim to reveal the whole process of manufacture in an integrated manner and this may mean insisting on total excavation. Residues from the dye-stuffs will be an important aspect of the site and care should be taken to ensure that deposits are appropriately sampled to address questions over the origins of the dyes (woad, madder, oil and alum are mentioned in the city minutes). Although not mentioned in the lease, it is likely that the churchyard was also used for purposes connected with the production of the cloth, perhaps as a tenterground, and it should also be carefully searched for information on this process. Hill reports that cloths were dried on the close west of the churchyard, presumably leading down to the river and so this area is also included in the RAZ (1956, 67). We should also be aware that the manner in which the line of Little Gowts Drain departs from the Witham and empties back on to Great Gowt looks rather like the head and tail race for a watermill. Little Gowt is first mentioned in 1383 (Cameron 1985, 124) so if it owes its origin to a mill, it was much earlier in date than the cloth works at Holy Cross, but the latter could have re-used an earlier mill leat. The fact that the scheme had failed by 1558 (Hill 1956, 68) makes the site even more valuable as the processes established in 1551 will not have been greatly altered during their working life.",Summary,"The location of the churchyard is known (RAZ 9. 60.16), and was bounded by the Gowts Drain on the north and High Street on the east. Its south and west boundaries are not known, but it is possible that the southern boundary lay along the north bank of the Little Gowt, making the church effectively the only building along the street front on the island formed between the two drains. The strip of land west of the churchyard (presumably between it and the river) was also granted by the City Council to the Clothiers in 1551 for use as a drying ground for the cloths and so is included in the RAZ.",Boundary Description,,Lincoln Archaeological Resource Assessment,10.60.16,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,10.60.16,
183189ec-e583-431e-85c1-cf2a00bbd61a,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54503 53.22007,-0.54501 53.22006,-0.545 53.22005,-0.545 53.22003,-0.54511 53.21969,-0.54511 53.21968,-0.54513 53.21967,-0.54591 53.21974,-0.54579 53.22017,-0.54503 53.22007)))"
18a316b9-d8e2-4459-a8e2-66a2623ed88e,LARA RAZ AREA,,St Margaret Pottergate,"St Margaret Pottergate was open for use at the start of the Industrial Era (RAZ 10.60.5), but it was united with St Peter Eastgate in 1778 and demolished around 1781. The cemetery continued in use, however, as an overspill cemetery for St Peter Eastgate parish. It will contain interments of this Era (up until the 1850s?), which are particularly helpful in assessing whether the population benefited from the social and medical advances of the Industrial Era or whether, conversely, they suffered a deterioration in their circumstances. Results from this burial population should be compared with those from similar graveyards across the city. Many graveyard memorials of the Industrial Era survive and it is important that the inscriptions they carry are recorded before they become illegible.",Summary,"The boundaries of the RAZ are those of the presumed medieval burial ground, which have survived to the present day.",Boundary Description,,Lincoln Archaeological Resource Assessment,11.91.2,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,11.91.2,
18a316b9-d8e2-4459-a8e2-66a2623ed88e,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.53503 53.23401,-0.53472 53.23403,-0.53454 53.23403,-0.53439 53.23405,-0.53421 53.23406,-0.53412 53.23407,-0.53408 53.23403,-0.53404 53.234,-0.53399 53.23397,-0.53396 53.23395,-0.53391 53.23391,-0.53386 53.23387,-0.53383 53.23385,-0.53381 53.23383,-0.534 53.23381,-0.5341 53.2338,-0.53417 53.23379,-0.53421 53.23378,-0.53432 53.23376,-0.53437 53.23375,-0.53442 53.23374,-0.53451 53.23372,-0.53491 53.23364,-0.53492 53.23369,-0.53495 53.23375,-0.53497 53.23379,-0.53498 53.23381,-0.53499 53.23384,-0.535 53.23387,-0.53501 53.2339,-0.53503 53.23401)))"
194ae5e4-b9d1-409f-b815-d1eac31d522c,LARA RAZ AREA,,Humber Cross on Ermine Street,"By the 15th century a cross, known as Humber Cross, marked the boundary with Riseholme parish on Ermine Street north of the city. Like Mile Cross (RAZ 10.45.3) it was at the point where the road crossed a dyke which marked the boundary of the city‰Û¡ÌÝå»s fields (Cameron 1985, 186). In the Early Modern Era the focus of interest in such a monument will be the extent to which it provides evidence for changing religious views in the 16th and 17th centuries.",Summary,The RAZ is drawn as a broad circle 100m in diameter centred on the point where we might expect to find the cross and any associated structures.,Boundary Description,,Lincoln Archaeological Resource Assessment,10.45.4,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,10.45.4,
194ae5e4-b9d1-409f-b815-d1eac31d522c,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.5389 53.25456,-0.53828 53.25452,-0.53782 53.2545,-0.53781 53.25446,-0.53781 53.25443,-0.53781 53.25441,-0.53782 53.25438,-0.53783 53.25436,-0.53783 53.25435,-0.53785 53.2543,-0.53789 53.25425,-0.53791 53.25422,-0.53796 53.25418,-0.53803 53.25412,-0.53809 53.25408,-0.53819 53.25405,-0.53821 53.25404,-0.53831 53.25403,-0.53832 53.25402,-0.53833 53.25402,-0.53834 53.25402,-0.53844 53.25401,-0.53849 53.25401,-0.53858 53.25402,-0.53868 53.25402,-0.53878 53.25404,-0.53886 53.25406,-0.53894 53.25409,-0.53902 53.25413,-0.53911 53.25419,-0.53917 53.25424,-0.53923 53.25433,-0.53927 53.2544,-0.53928 53.25448,-0.53927 53.25455,-0.5389 53.25456)))"
19631d15-ddfc-4d51-a16e-80b1b95b086a,LARA RAZ AREA,,Potential industrial area around South Common,"The surface geology and topography of the modern South Common are very similar to West Common (RAZ 7.4.1) and therefore, we might expect this RAZ to have been exploited in exactly similar ways in the Roman (and in later) periods. The quarries on South Common, along with those on West Common, might be looked to, for example, as potential locations of the Corieltauvian school of mosaicists (Smith 1984). This group were once thought to have been based at Water Newton, but Millett (1990, 175-6) amongst others, has pointed out that the late Roman schools of mosaicists are usually based in cantonal capitals, which, for the Corieltauvi would suggest either Leicester or Lincoln. Many of the materials used by the mosaicists would have been imported to the region anyway, but some of the basic stone-working skills required might have been found adjacent to known quarries- like those at South and West Common. The undated earthworks of quarrying of both the exposures of Lincolnshire limestone, and the clay exposures that lie beneath, are very clearly visible today. These clays may have supplied nearby pottery kilns, and the 3rd-century kiln at Cross O‰Û¡ÌÝå» Cliff Court, discovered in 1991, but outside the modern city boundary, (Donel 1992b) probably used clay from the upper exposures along the cliff face. Although the earthworks of early quarrying are undated, it is not impossible that the earliest date from the colonia period and a survey of the earthworks should be a priority, as a preliminary step in the production of a management plan which reconciles the potential environmental and heritage importance of this area with its use for leisure and recreation.",Summary,"The southern boundary of this RAZ follows the city boundary along the top of the hill slope. Any industrial zone is likely to have respected the pre-existing road line (RAZ 7.1) and to have continued on the south-west forming, with the line of the modern city boundary, a triangular area between Ermine Street and the Fosse Way. The ground between the Fosse Way and the river line may have been utilised for similar industrial purposes, although no evidence for this has yet been forthcoming. The northern boundary of the RAZ will be formed by the southern limit of the settlement (at the north-east corner) and by the limits of the dry land to the north-west. Although there is no evidence for the uses to which the long, low-lying strip of land north of Washingborough Road was put in the Colonia Era, it is topographically continuous with the suspected zone of industrial activity north of South Common and it is similar in character to the Racecourse area, and it may, therefore have also had some industrial use, perhaps combined with grazing.",Boundary Description,,Lincoln Archaeological Resource Assessment,7.5,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,7.5,
19631d15-ddfc-4d51-a16e-80b1b95b086a,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54201 53.22193,-0.54175 53.22196,-0.54128 53.22202,-0.54086 53.22207,-0.54039 53.22213,-0.53981 53.22223,-0.5391 53.22237,-0.53838 53.22253,-0.53786 53.22264,-0.53699 53.22268,-0.53609 53.22272,-0.53568 53.22274,-0.53502 53.22277,-0.53455 53.22279,-0.53428 53.2228,-0.53323 53.22272,-0.53161 53.2225,-0.53123 53.22246,-0.53066 53.22238,-0.52986 53.22227,-0.52857 53.2221,-0.5283 53.22206,-0.52772 53.22199,-0.52723 53.22193,-0.52671 53.22188,-0.52565 53.22172,-0.52477 53.22159,-0.52426 53.22152,-0.52364 53.22151,-0.52265 53.22148,-0.52199 53.22158,-0.52137 53.22168,-0.52051 53.22197,-0.51987 53.22215,-0.51929 53.22233,-0.51909 53.22239,-0.5189 53.22246,-0.51788 53.22286,-0.51738 53.22302,-0.51686 53.22317,-0.51646 53.22329,-0.51612 53.22339,-0.51576 53.22346,-0.51505 53.22358,-0.51386 53.2238,-0.51288 53.22397,-0.51231 53.22407,-0.51193 53.22411,-0.51086 53.22423,-0.51028 53.22429,-0.50989 53.22431,-0.50861 53.22434,-0.50624 53.22441,-0.50547 53.22438,-0.50369 53.2242,-0.50333 53.22416,-0.50311 53.22413,-0.50281 53.22409,-0.50243 53.22404,-0.50213 53.22401,-0.5019 53.22398,-0.50181 53.22356,-0.50176 53.22329,-0.50172 53.22314,-0.50158 53.22276,-0.50153 53.22225,-0.50129 53.22102,-0.50202 53.22083,-0.50245 53.22071,-0.50331 53.22047,-0.50442 53.22017,-0.50471 53.22009,-0.50497 53.22002,-0.5054 53.2199,-0.50562 53.2198,-0.50578 53.21973,-0.50624 53.21949,-0.5066 53.21933,-0.50699 53.21914,-0.50798 53.21865,-0.50895 53.21817,-0.5113 53.21829,-0.51348 53.21807,-0.51384 53.22019,-0.51516 53.22003,-0.51557 53.22,-0.51686 53.21988,-0.51901 53.21976,-0.52226 53.21948,-0.52306 53.21935,-0.52457 53.21908,-0.52589 53.21891,-0.52709 53.21864,-0.52692 53.21831,-0.52844 53.21787,-0.53051 53.21752,-0.52964 53.21628,-0.529 53.21559,-0.52912 53.21554,-0.52908 53.2153,-0.5288 53.21471,-0.52965 53.2144,-0.53045 53.21435,-0.53174 53.21411,-0.53221 53.21402,-0.53326 53.21357,-0.53387 53.21314,-0.53474 53.21264,-0.53485 53.21258,-0.53571 53.21218,-0.53577 53.21212,-0.53613 53.21175,-0.53657 53.21137,-0.53714 53.21087,-0.53816 53.21016,-0.53903 53.20948,-0.53923 53.20914,-0.53982 53.20822,-0.53984 53.20793,-0.5398 53.20759,-0.54005 53.208,-0.54047 53.20985,-0.54063 53.21084,-0.54075 53.21139,-0.54087 53.21177,-0.54098 53.21213,-0.54109 53.21246,-0.54119 53.213,-0.54128 53.2133,-0.54136 53.2136,-0.54151 53.21413,-0.54159 53.21457,-0.54171 53.21513,-0.54183 53.21571,-0.54195 53.2159,-0.54212 53.21615,-0.54225 53.21635,-0.54245 53.21669,-0.54272 53.21719,-0.54287 53.21757,-0.54301 53.21788,-0.54308 53.21858,-0.5431 53.2188,-0.54305 53.21923,-0.54306 53.22001,-0.54301 53.22034,-0.54282 53.22076,-0.54266 53.22112,-0.54255 53.22143,-0.5423 53.22189,-0.54201 53.22193)))"
19631d15-ddfc-4d51-a16e-80b1b95b086a,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54499 53.2148,-0.54484 53.21391,-0.54465 53.21327,-0.54455 53.21244,-0.5445 53.21166,-0.54424 53.21049,-0.54412 53.21019,-0.54365 53.2087,-0.54361 53.20844,-0.54349 53.20797,-0.54326 53.20687,-0.54318 53.20638,-0.54318 53.20623,-0.54312 53.20566,-0.54306 53.20512,-0.54301 53.20461,-0.54302 53.20444,-0.543 53.20412,-0.543 53.20393,-0.54349 53.20402,-0.54383 53.20413,-0.54406 53.20423,-0.54421 53.20431,-0.54456 53.20454,-0.54469 53.20469,-0.54482 53.20489,-0.54489 53.20502,-0.54495 53.20517,-0.54496 53.20544,-0.54568 53.20552,-0.54705 53.20565,-0.54836 53.20577,-0.54886 53.20584,-0.54921 53.2059,-0.55051 53.20601,-0.55032 53.2065,-0.55002 53.20714,-0.54944 53.20811,-0.54913 53.20861,-0.54881 53.20919,-0.54838 53.20988,-0.54806 53.21039,-0.54762 53.21109,-0.54717 53.21184,-0.54673 53.21247,-0.54641 53.21288,-0.54624 53.21307,-0.54584 53.21352,-0.54538 53.2142,-0.54525 53.21443,-0.5452 53.21451,-0.54499 53.2148)))"
19631d15-ddfc-4d51-a16e-80b1b95b086a,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.5474 53.21295,-0.54742 53.21289,-0.54774 53.21233,-0.548 53.21177,-0.54825 53.21137,-0.54882 53.21052,-0.54933 53.20979,-0.54976 53.20907,-0.55005 53.20856,-0.55056 53.20782,-0.5509 53.20735,-0.55131 53.20694,-0.55179 53.20648,-0.55249 53.20596,-0.55241 53.20614,-0.5524 53.20649,-0.55238 53.20691,-0.55232 53.20737,-0.55234 53.20776,-0.55235 53.20805,-0.55235 53.20856,-0.55234 53.20862,-0.55233 53.20865,-0.55231 53.20889,-0.55228 53.20971,-0.55211 53.21017,-0.55203 53.21037,-0.55195 53.21056,-0.55174 53.21072,-0.5516 53.21082,-0.55143 53.21088,-0.55127 53.21094,-0.55103 53.21103,-0.55089 53.21109,-0.55058 53.21121,-0.55028 53.21133,-0.55003 53.21148,-0.54993 53.21171,-0.54987 53.21187,-0.54977 53.21209,-0.54966 53.21236,-0.54957 53.21257,-0.54957 53.21284,-0.54958 53.21302,-0.54958 53.21314,-0.54959 53.21345,-0.54959 53.21363,-0.5496 53.21387,-0.5496 53.214,-0.54935 53.21431,-0.54912 53.21459,-0.54888 53.21486,-0.54873 53.21504,-0.54853 53.21521,-0.54835 53.21534,-0.5481 53.21545,-0.54758 53.21527,-0.54721 53.2152,-0.54683 53.21515,-0.54687 53.21491,-0.54692 53.21469,-0.54702 53.21431,-0.54703 53.2143,-0.54703 53.21428,-0.54705 53.21422,-0.54707 53.21416,-0.54715 53.21378,-0.54715 53.21375,-0.54721 53.21358,-0.5473 53.21326,-0.5473 53.21325,-0.5474 53.21295)))"
19bce884-8d75-417a-aa12-5c560a501ccf,LARA RAZ AREA,,Stonepits north and east of the city,"North of Wragby Road and Langworthgate and extending north and west around the north-east corner of the upper city as far as the plots extending back from Newport, the land was used for stone-digging. Here the stone was probably not worked from a quarry face (as it was in RAZ 10.41.1 and 10.41.2) but in pits. These pits are frequently mentioned in the documentary sources, and the part of the city‰Û¡ÌÝå»s open field north of church lane was known as Stonefield by the 19th century. There is no indication of the ownership of these stone-pits and, as they were also in the common fields, these diggings may also have been worked by citizens as part of their common rights. Although the techniques of working the stone in these (presumably relatively shallow) pits will have been different from those used on the south and west commons, it may, nevertheless, be possible to use archaeological techniques, and comparison with the organisation of working in RAZ 10. 41.2, to assess whether working in these stone-pits was undertaken on a small scale by individual citizens, or by a more commercial operation. A research agenda for quarrying of this type has recently been issued (LUAU 1996a). Some of the stone from such pits might have fed limekilns, but no evidence for limekilns in this area has yet been forthcoming. Indeed, as yet, there is no evidence that the stone was processed in any way in or near the pits. Even so, such processing might be expected and the remains of lime-burning installations should be searched for. It is perhaps less likely that such pits would have produced worthwhile quantities of ironstone and so smelting is perhaps less likely in these areas, whilst it is unlikely that clay was dug in this manner.",Summary,"The boundaries of the RAZ cannot be described precisely, but the land affected by the excavation of stone from such pits was probably the same as in RAZ 9.41.3.",Boundary Description,,Lincoln Archaeological Resource Assessment,10.41.3,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,10.41.3,
19bce884-8d75-417a-aa12-5c560a501ccf,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.52787 53.23732,-0.5296 53.23684,-0.53048 53.23662,-0.53162 53.23631,-0.53219 53.23615,-0.53227 53.23613,-0.53263 53.23613,-0.53299 53.23613,-0.53338 53.23613,-0.53335 53.23617,-0.53329 53.23624,-0.53314 53.23641,-0.53303 53.23655,-0.53288 53.23673,-0.53266 53.23699,-0.53242 53.23725,-0.5323 53.23738,-0.53218 53.23751,-0.53243 53.23758,-0.53269 53.23764,-0.53266 53.23768,-0.53258 53.2378,-0.53255 53.23785,-0.53243 53.23802,-0.53226 53.23827,-0.53213 53.23842,-0.53195 53.23862,-0.53163 53.23895,-0.53142 53.23917,-0.53115 53.23941,-0.53096 53.23959,-0.53088 53.23956,-0.53075 53.23952,-0.53059 53.23947,-0.53026 53.23937,-0.52988 53.23923,-0.52947 53.23908,-0.52915 53.23896,-0.52882 53.23882,-0.52848 53.23866,-0.52818 53.2385,-0.52785 53.23831,-0.52765 53.2382,-0.52787 53.23814,-0.52803 53.2381,-0.52777 53.23771,-0.52757 53.2374,-0.52787 53.23732)))"
