ResourceID,External Cross Reference Number,External Cross Reference Source,External Cross Reference Notes,Primary Reference Number Type,Activity Name,Name Type,Activity_Name_2,Name_Type_2,Activity Type,Description,Description Type,Start Date,End Date,xcoord,ycoord,External_Xref_Source_2,External_Xref_2,Compiler,Date of Compilation,Date of Last Update,wkt_point,wkt_poly
41ccffe7-9092-4340-9b6a-4ba9668d1031,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.539187 53.233718,-0.539221 53.233724,-0.539231 53.233682,-0.539191 53.233677,-0.539175 53.233714,-0.539187 53.233718)))"
41e9e4a7-03ff-426c-bb8d-b5392eb3c552,4565,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Lillys Road, Newport""",Primary,"""Land adjacent to Walnut House, Lillys Road""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of foundation trenches for a house with workshop.""",Summary,1995-06-30,1995-09-30,497714,372320,Lincoln City and County Museum,92.95,John Herridge,1999-03-25,,POINT (-0.537342107543261 53.2389270651817),
4208d536-9470-4036-9194-45cf1a48b139,10335,Lincoln Heritage Database,,Investigative Activity,"""Building Survey at Minster Yard""",Primary,"""24 & 24A Minster Yard (Atherstone Place, now the Deanery)""",Site Name,BUILDING SURVEY,"""Survey of the building as part of the Lincoln Cathedral and Close Conservation Plan""",Summary,2000-01-01,2001-12-31,497709,371878,,,John Herridge,2008-04-17,,POINT (-0.537552379245518 53.2349562276415),
420ab4ce-cd1f-488c-abd7-ba4f503179ba,8774,Lincoln Heritage Database,,Investigative Activity,"""Test Pit at Ruston Way""",Primary,"""Land at Ruston Way""",Site Name,TEST PIT,"""Archaeological Evaluation consisting of two trenches and ten test pits. This in advance of a development to provide 10 buildings for student accommodation. Test pit six of ten. Test pit 14, c.3m x 1.75m. The sequence, from the surface down, was concrete, sand and gravel made ground, buried turf, silt, humified peat, organic silt subsoil, grey sand and natural sand. No archaeological features were observed.""",Summary,2004-08-31,2004-09-10,496544,371163,Lincoln City and County Museum,2004.204,John Herridge,2005-01-31,,POINT (-0.555216968333948 53.2287440591963),
420ab4ce-cd1f-488c-abd7-ba4f503179ba,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.555193 53.22874,-0.555226 53.228759,-0.555244 53.228747,-0.555211 53.228729,-0.555193 53.22874)))"
4226bac0-7345-43b7-b341-9fa2730b6355,316,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Eastgate""",Primary,"""Eastgate""",Site Name,WATCHING BRIEF,"""A Telecom service trench which ran along the pavement on the north side of Eastgate was watched. The maximum trench depth was only 0.50m thus all deposits seen were of modern hardcore/fill with no archaeological features.""",Summary,1990-11-07,1990-11-14,497768,371910,Lincoln City and County Museum,,Michael Dore,1994-11-29,2013-09-18,POINT (-0.536658932741823 53.235232931324),
4226bac0-7345-43b7-b341-9fa2730b6355,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.536035 53.2353,-0.536614 53.235241,-0.537044 53.235165,-0.537043 53.235162,-0.536613 53.235238,-0.536034 53.235297,-0.536035 53.2353)))"
422a5f6e-7d29-4918-9ec7-fa16343c4a7a,1321,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Union Road""",Primary,"""The Lawn Kitchen Garden (watching brief)""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during groundworks for the John Dawber Memorial Garden. Area 1 of four. Trench 1. No archaeological features were recorded""",Summary,1992-09-03,1992-09-30,497209,372031,Lincoln City and County Museum,2005.202,Michael Dore,1994-11-17,2013-09-16,POINT (-0.544994261211419 53.236422709053),
422a5f6e-7d29-4918-9ec7-fa16343c4a7a,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54493 53.23652,-0.544984 53.236452,-0.544963 53.236446,-0.545013 53.236382,-0.545056 53.236395,-0.545079 53.236369,-0.54507 53.236367,-0.545052 53.236388,-0.545009 53.236376,-0.544954 53.236448,-0.544975 53.236454,-0.544918 53.23652,-0.54493 53.23652)))"
42581211-cd97-46b1-bd5b-a8f43ad45f94,321,Lincoln Heritage Database,,Investigative Activity,"""Excavation at Minster Yard""",Primary,"""Bishops Palace""",Site Name,EXCAVATION,"""Excavations were carried out in this area of the Roman colonia and evidence for the city wall was observed""",Summary,1955-01-01,1958-12-31,497781,371709,Lincoln City and County Museum,135.56,Michael Dore,1994-11-30,1994-11-30,POINT (-0.536525831087616 53.2334243802741),
425c219b-d693-4bc4-9962-e1ba450dd1b0,8994,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at 21 Wragby Road""",Primary,"""21 Wragby Road (former Emilianis garage)""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of 17 test pits. Test Pit 7 within basement""",Summary,2005-05-25,2005-05-27,498208,371888,Lincoln City and County Museum,2004.126,John Herridge,2005-08-15,2006-01-16,POINT (-0.530075818125033 53.23495416273),
425c219b-d693-4bc4-9962-e1ba450dd1b0,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.530079 53.234946,-0.530063 53.234948,-0.530067 53.234964,-0.530083 53.234963,-0.530079 53.234946)))"
428b447f-33a7-4447-aadc-77711483ef1d,6254,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Monks Road""",Primary,"""The Sessions House""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) site. Area 8 of eight.  Surface and foul water drainage. No archaeological deposits were disturbed.""",Summary,1997-05-28,1997-07-21,497840,371454,Lincoln City and County Museum,139.97,John Herridge,2001-02-01,2008-12-05,POINT (-0.535720409486244 53.2311221306978),
428c649e-8a8b-40e0-ad19-381dfd10d6f3,7048,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at 34 Orchard Street""",Primary,"""34 Orchard Street""",Site Name,WATCHING BRIEF,"""Observation of trenches sunk to provide underpinning for the rear extension. Undiagnosed animal bones (ribs and vertebrae and leg?) seen in north section, c.0.3m from present surface, with limestone walling below.""",Summary,2002-01-31,2002-01-31,497271,371456,Lincoln City and County Museum,,John Herridge,2002-01-31,,POINT (-0.544240948781404 53.2312444752008),
42acf4d9-74a1-482e-99ca-10848509f5e3,756,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Monson Street""",Primary,"""23-6 Monson Street, Homer Lodge""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavations of foundations for Homer Lodge. Brown loam gave way at 1-1.5m to dark brown silty sand, and then to yellow-grey sand at 1.5-2.0m. No dating evidence was found.""",Summary,1988-09-29,1988-09-29,497485,370490,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18,POINT (-0.541331169908948 53.2225249086119),
42acf4d9-74a1-482e-99ca-10848509f5e3,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.541329 53.222544,-0.54134 53.222509,-0.541333 53.222508,-0.541321 53.222543,-0.541329 53.222544)))"
42d08081-6502-4484-93cd-4f0b7a43570e,4554,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at High Street""",Primary,"""320 High Street""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the construction of a rear extension.""",Summary,1997-04-23,1997-04-24,497505,371016,Lincoln City and County Museum,96.97,John Herridge,1999-03-24,2001-05-08,POINT (-0.540871060963365 53.227247830187),
42d08081-6502-4484-93cd-4f0b7a43570e,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.540904 53.227278,-0.540919 53.227244,-0.54085 53.227231,-0.540837 53.227264,-0.540873 53.22727,-0.540904 53.227278)))"
42d71619-3dc3-4934-a235-943b52d45ad5,574,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Newport""",Primary,"""Radio Lincs, Newport""",Site Name,WATCHING BRIEF,"""The foundation trench 0.50m deep for a brick wall in front of the building was watched, but revealed no archaeology or finds""",Summary,1992-03-04,1992-03-10,497664,372227,Lincoln City and County Museum,,Michael Dore,1994-12-12,2013-09-18,POINT (-0.538119499490067 53.2381005655969),
42d71619-3dc3-4934-a235-943b52d45ad5,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.538123 53.238053,-0.538122 53.238143,-0.538128 53.238143,-0.538129 53.238053,-0.538123 53.238053)))"
42e0a851-3dc4-496f-896a-62231649a0d3,817,Lincoln Heritage Database,,Investigative Activity,"""Borehole Survey at Holmes/Ropewalk/Carholme Road/Brayford Way""",Primary,"""Ropewalk/Carholme Road Link""",Site Name,BOREHOLE SURVEY,"""Area 21 of thirty nine. Borehole BHF""",Summary,1992-01-20,1993-12-31,496740,371268,Lincoln City and County Museum,41.98,Michael Dore,1996-02-05,2013-09-16,POINT (-0.552250062649603 53.229651970946),
42f80eea-8241-4aa9-9f4b-04a759e2b08a,4205,Lincoln Heritage Database,,Investigative Activity,"""Photographic Survey at Valentine Road / Skew bridge""",Primary,"""Level Crossing""",Site Name,PHOTOGRAPHIC SURVEY,"""The level crossing was recorded and photographed as part of 1998 Industrial Archaeology Survey project. To be deleted as it dates from 1984 rerouting of line!""",Summary,1998-07-03,1998-07-03,496287,370611,Lincoln City and County Museum,,John Herridge,1998-07-30,1998-08-14,POINT (-0.559232028721149 53.2238303865923),
42fd4e3d-730d-40ad-9e05-3cf46d771808,4370,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Pennell Street""",Primary,"""Southern Subsidiary Sewers, Lincoln""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during laying of new sewage pipeline.  Area 1 of four; Pennell Street (Phase 3). Evidence was found for a road surface, possibly the Fosse Way, the burial ground of the church of St Michael in Wigford, and a possible charnel pit.""",Summary,1996-01-12,1996-06-20,497365,370217,Lincoln City and County Museum,11.96,John Herridge,1998-12-22,2008-12-02,POINT (-0.543211133699325 53.2200937277291),
42fd4e3d-730d-40ad-9e05-3cf46d771808,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.544585 53.220365,-0.544589 53.220351,-0.544015 53.220222,-0.543908 53.220202,-0.543473 53.220146,-0.542517 53.219952,-0.542054 53.219855,-0.542048 53.219865,-0.543468 53.220157,-0.543901 53.220212,-0.54401 53.220234,-0.544585 53.220365)))"
43056b09-4f73-4b40-87ec-bfbc3d0f3027,1085,Lincoln Heritage Database,,Investigative Activity,"""Excavation at High Street""",Primary,"""St Marks Station East 1987-90""",Site Name,EXCAVATION,"""Excavation site in advance of the construction of the Magistrates and County Court Building. The work took place in 1987-1988 and 1990. Six areas were investigated, Areas 1-6; Area 5 of six. Area 5""",Summary,1990-01-01,1990-02-22,497486,370705,Lincoln City and County Museum,2012.113,Michael Dore,1995-01-12,2013-09-16,POINT (-0.541250548149485 53.2244566959934),
43056b09-4f73-4b40-87ec-bfbc3d0f3027,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.541235 53.224564,-0.541326 53.224378,-0.54124 53.224363,-0.541167 53.224517,-0.541151 53.224551,-0.541235 53.224564)))"
432081bf-1ea3-48f3-aef7-baef9099e711,9007,Lincoln Heritage Database,,Investigative Activity,"""Building Survey at Minster Yard""",Primary,"""Lincoln Cathedral West front""",Site Name,BUILDING SURVEY,"""Archaeological recording of part of the fabric of the West Front""",Summary,1991-01-01,1991-12-31,497721,371814,Lincoln City and County Museum,,John Herridge,2005-09-05,,POINT (-0.537392258007241 53.2343789264083),
433186ec-840e-4810-b9ff-4bd0ba648d8c,1114,Lincoln Heritage Database,,Investigative Activity,"""Evaluation at St Swithins Power Station Spa Road""",Primary,"""Spa Road former power station site""",Site Name,EVALUATION,"""Archaeological recording in conjunction with geotechnical investigations. Nine areas were investigated.""",Summary,1994-07-07,1994-07-11,498754,371150,Lincoln City and County Museum,105.94,Michael Dore,1995-01-13,1999-01-12,POINT (-0.522126837941797 53.2282215089529),
4375ab93-2305-4154-88d3-d448f2383a08,10255,Lincoln Heritage Database,,Investigative Activity,"""Building Survey at Bishops Palace""",Primary,"""Edward King House""",Site Name,BUILDING SURVEY,"""Archaeological Evaluation in advance of a new pumping station and pipework, and lift shaft. Trenches 1-4 and internal survey. Internal survey. A stone wall was recorded, probably from the earlier house on the site.""",Summary,2006-11-01,2006-11-30,497730,371698,Lincoln City and County Museum,2006.26,John Herridge,2008-04-09,,POINT (-0.537292997878594 53.2333349105903),
437f573c-40e4-46c2-ad7c-04351762d7a3,7689,Lincoln Heritage Database,,Investigative Activity,"""Building Survey at Wigford (Yard), High Street""",Primary,"""Packhorse Inn""",Site Name,BUILDING SURVEY,"""Report on building survey""",Summary,1998-09-14,1998-09-14,497363,370944,Lincoln City and County Museum,CAPS 2/12 WP 43,John Herridge,2003-04-08,,POINT (-0.543019373819939 53.2266268557141),
439b5af3-0a08-4067-b2ca-c7c4815d44ea,4120,Lincoln Heritage Database,,Investigative Activity,"""Photographic Survey at Rosemary Lane""",Primary,"""Kerr Pattern Company [former]""",Site Name,PHOTOGRAPHIC SURVEY,"""The building was recorded and photographed as part of 1998 Industrial Archaeology Survey project""",Summary,1998-06-09,1998-06-09,497947,371384,Lincoln City and County Museum,,John Herridge,1998-07-29,,POINT (-0.534139504761494 53.2304734245597),
439df61a-f675-45b9-a1af-30a3cb77a1ed,9801,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Nettleham Road""",Primary,"""Land at Nettleham Road""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) on fourteen geotechnical test pits. Test pit 14, 2m X 1.65m. Top soil of dark brown grey silt with occasional limestone and brick and tile fragments (0.28m) overlay light brown yellow silty clay sand with occasional limestone inclusions (0.09m) over limestone brash. No archaeological features were encountered.""",Summary,2006-07-18,2006-07-18,498330,372888,,,John Herridge,2006-09-29,,POINT (-0.527940352509819 53.2439174498883),
43b1e790-5c2b-4678-b883-0148613a41e9,505,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Monks Road/Florence Street""",Primary,"""Monks Road/Florence Street""",Site Name,WATCHING BRIEF,"""The first part of this service trenching ran intermittently from Baggholme Road in the west to Devon Street in the east. Mainly services and road make-up with associated hardcore. Much disturbed by services""",Summary,1991-08-22,1991-11-13,498770,371424,Lincoln City and County Museum,,Michael Dore,1994-12-07,2013-09-18,POINT (-0.521802448189092 53.230680653428),
43bd8b54-ca74-40cc-b578-5b0c24163164,8009,Lincoln Heritage Database,,Investigative Activity,"""Trial Trench at 133 High Street""",Primary,"""Land to the rear of the Blue Anchor Pub""",Site Name,TRIAL TRENCH,"""Archaeological Evaluation of one trial trench, 3m x 2m with two small deeper test pits within it; carried out in advance of residential development, Tanners Court. Medieval levels were recorded at a depth of 1.2m.""",Summary,2003-10-20,2003-10-20,497279,370591,Lincoln City and County Museum,2003.339,John Herridge,2004-07-27,2008-12-31,POINT (-0.54438476563891 53.2234701947397),
43bd8b54-ca74-40cc-b578-5b0c24163164,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.544363 53.223473,-0.544407 53.223479,-0.544414 53.223462,-0.54437 53.223456,-0.544363 53.223473)))"
43be4ee1-6827-4675-b2bd-b8fcbc386def,4409,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Friars Lane""",Primary,"""Friars Lane""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief). Area 3 of three. Area C. Town houses. Medieval levels were revealed but their form and function were unclear.""",Summary,1996-05-01,1996-08-30,497882,371371,Lincoln City and County Museum,29.96,John Herridge,1998-12-23,1999-01-13,POINT (-0.535116891661585 53.2303685748755),
43be4ee1-6827-4675-b2bd-b8fcbc386def,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.535188 53.230448,-0.535162 53.230147,-0.534991 53.230152,-0.535017 53.230453,-0.535188 53.230448)))"
43c00f32-681e-446b-809d-d003c7fc6f48,988,Lincoln Heritage Database,,Investigative Activity,"""Geotechnical Test Pit at Brayford South/Holmes""",Primary,"""University College of Lincolnshire""",Site Name,GEOTECHNICAL TEST PIT,"""Pit 39 of sixty one. TP43""",Summary,1994-01-24,1994-01-24,496881,370995,Lincoln City and County Museum,15.94,Michael Dore,1995-01-06,1996-02-07,POINT (-0.550221425521029 53.2271731451662),
43d6e5fb-39c8-4bf3-9e7d-aff8258c42fe,7869,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at 57-59 Carholme Road""",Primary,"""57-59 Carholme Road""",Site Name,WATCHING BRIEF,"""Archaeological Evaluation during the excavation of 4 test trenches. Trench one of four, Trench 6 (TR6) Excavated to a depth of 2.4m. Natural sand 0.9m below surface sealed by loam and top-soil.""",Summary,2003-10-09,2003-10-10,496895,371471,Lincoln City and County Museum,,John Herridge,2003-12-31,2009-01-26,POINT (-0.549867272751411 53.2314479003983),
43d6e5fb-39c8-4bf3-9e7d-aff8258c42fe,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.549863 53.231462,-0.549896 53.231422,-0.549883 53.231418,-0.54985 53.231458,-0.549863 53.231462)))"
43d99a21-b3bc-40ba-83b9-4710f25ab0d2,869,Lincoln Heritage Database,,Investigative Activity,"""Excavation at Swanpool/Catchwater Drain""",Primary,"""Swanpool Kiln 1987""",Site Name,EXCAVATION,"""Excavation site during construction of Anglian Water Authority pipeline. Fifteen areas were investigated. (Events 870-884)""",Summary,1987-05-01,1987-06-01,495475,370174,Lincoln City and County Museum,2000.54,Michael Dore,1995-01-04,2013-09-13,POINT (-0.571521007296672 53.2200498397145),
43f08f97-149a-4437-a3a2-2cbb5c5b47ad,932,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Portland Street""",Primary,"""Sincil West (Anglian Water pipeline)""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during water mains laying. Divided into twelve areas, Areas 1-12. Area 11 of twelve. Portland Street trench""",Summary,1992-11-02,1993-06-01,497464,370646,Lincoln City and County Museum,2005.173,Michael Dore,1995-01-06,2013-09-16,POINT (-0.541597973298607 53.2239305584879),
43f08f97-149a-4437-a3a2-2cbb5c5b47ad,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.543083 53.224122,-0.543087 53.224113,-0.542658 53.224063,-0.541727 53.223949,-0.539932 53.223729,-0.53993 53.223739,-0.540762 53.223839,-0.542065 53.224,-0.543083 53.224122)))"
44067fdc-ed82-43cd-9bd3-4a499513df38,10385,Lincoln Heritage Database,,Investigative Activity,"""Building Survey at 8 Bailgate""",Primary,"""8 Bailgate""",Site Name,BUILDING SURVEY,"""The history of the plot was examined, and buildings surveyed, as part of The Survey of Ancient Houses in Lincoln.  Survey no. S111""",Summary,1970-01-01,1996-04-30,497641,371864,LAO,,John Herridge,2008-04-23,,POINT (-0.538575097501361 53.234842915665),
44083643-bf3e-4437-a68c-89751e79a793,4461,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Rasen Lane/Bailgate""",Primary,"""Rasen Lane / Bailgate - Traffic calming scheme""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during installation of traffic calming measures in Bailgate. Trench for sewer connection, 2.8m deep.""",Summary,1997-03-18,1997-04-24,497656,372065,Lincoln City and County Museum,54.97,John Herridge,1998-12-24,2008-12-04,POINT (-0.53828891723199 53.2366463229624),
44083643-bf3e-4437-a68c-89751e79a793,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.538276 53.236656,-0.538305 53.236656,-0.538306 53.236637,-0.538276 53.236636,-0.538276 53.236656)))"
4413ac95-4401-41fe-bde0-15eb10f559c6,10758,Lincoln Heritage Database,,Investigative Activity,"""Borehole Survey at Brayford South""",Primary,"""Land to the south of Brayford Wharf North""",Site Name,BOREHOLE SURVEY,"""Auger transect across the site of the Marina, Brayford South, consisting of a line of eight boreholes. The line was chosen to cross the mouth of the River Till, identified by a drop in level of the late glacial sands. The upper 1m-1.5m of material was consistently very modern hardcore and tarmac. Below was 1m-1.5m of medieval and post-medieval levels, but not occupation. To the west of the line was evidence of the north bank of the Till, with possible occupation from the prehistoric era onwards. To the east the land was within the former extent of the Pool itself.""",Summary,2007-06-14,2007-06-15,496936,371267,Lincoln City and County Museum,2007.115,John Herridge,2008-11-27,,POINT (-0.549315228850538 53.229607299068),
44222cbd-e86a-40b2-a500-7f9c0554b303,7973,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at St Martins Square/St Martins Lane""",Primary,"""Gas Mains Renewal""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during repairs to gas main.""",Summary,2001-10-01,2001-10-01,497569,371513,Lincoln City and County Museum,,John Herridge,2004-03-29,2013-09-18,POINT (-0.539760766718839 53.2317020842771),
443514ee-f30e-4d27-ae22-af2bcf205eda,9371,Lincoln Heritage Database,,Investigative Activity,"""Borehole Survey at Waterside South""",Primary,"""Land to the north of Starglaze Windows""",Site Name,BOREHOLE SURVEY,"""Archaeological Evaluation in advance of redevelopment consisting of two trial trenches and a programme of environmental sampling. Borehole 7;  BH7. The floor of the ancient Witham channel occurred at c -1m AOD with organic muds and silts above. Overlying were medieval and post-medieval soils and modern make-up""",Summary,2005-07-01,2005-08-31,498251,371029,Lincoln City and County Museum,2005.151,John Herridge,2005-10-06,,POINT (-0.529696282416156 53.2272273732404),
4454e433-d8c4-49aa-a770-30395444fa48,9324,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Silver Street""",Primary,"""Telephone Cable Ducting""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of trenches for the installation of telephone ducting for Kingston Communications plc at various locations in the lower city and to the east. Trenches were 250-300mm wide and 550-600mm deep. Observation Point 3, Silver Street. No observations made""",Summary,2005-02-01,2005-05-31,497693,371337,Lincoln City and County Museum,2005.52,John Herridge,2005-10-05,,POINT (-0.537957642502114 53.230097804888),
44645b6a-5e36-435f-aa78-1388143a4ce3,1252,Lincoln Heritage Database,,Investigative Activity,"""Excavation at Cuthberts Yard/Burton Road""",Primary,"""Cuthberts Yard""",Site Name,EXCAVATION,"""Area 5 of five. Area E""",Summary,1989-08-30,1990-08-01,497407,372127,Lincoln City and County Museum,2006.71,Michael Dore,1995-01-17,2013-09-13,POINT (-0.541999402421987 53.2372491206298),
4466feec-a180-4c07-8f59-b3c94e46d500,9576,Lincoln Heritage Database,,Investigative Activity,"""Trial Trench at Michaelgate""",Primary,"""Land south of 20 Michaelgate""",Site Name,TRIAL TRENCH,"""Archaeological Evaluation in advance of the construction of three dwellings. Two test trenches were excavated. Trench 2""",Summary,2005-02-14,2005-02-17,497598,371641,Lincoln City and County Museum,2005.46,John Herridge,2006-02-06,2008-06-18,POINT (-0.539287317863645 53.2328469568731),
4466feec-a180-4c07-8f59-b3c94e46d500,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.539328 53.232874,-0.539339 53.232862,-0.539252 53.232835,-0.539242 53.232847,-0.539328 53.232874)))"
44694fd0-a3d2-4a21-88d5-f54104b7b7ea,9571,Lincoln Heritage Database,,Investigative Activity,"""Trial Trench at St Johns Road, Newport""",Primary,"""Blenkin Hall, St Johns Road""",Site Name,TRIAL TRENCH,"""Archaeological Evaluation in advance of the construction of six houses on the former Blenkin Hall site. Three test trenches were excavated. Trench 2. There was evidence of a Roman soil layer overlying the natural limestone brash.""",Summary,2006-01-16,2006-01-19,497725,372568,Lincoln City and County Museum,2006.14,John Herridge,2006-02-03,2009-10-22,POINT (-0.537101359460821 53.2411535387786),
44694fd0-a3d2-4a21-88d5-f54104b7b7ea,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.537 53.241161,-0.53718 53.241164,-0.537181 53.241146,-0.537 53.241143,-0.537 53.241161)))"
4477f707-e95a-4c42-936e-ab2cbd3f8a9f,1292,Lincoln Heritage Database,,Investigative Activity,"""Trial Trench at Knight Place""",Primary,"""Knight Place""",Site Name,TRIAL TRENCH,"""Archaeological Evaluation site, consisting of four trial trenches, Trial Trenches 1-4. Area 3 of four. Trial trench 3""",Summary,1992-11-04,1992-11-04,497419,369972,Lincoln City and County Museum,2005.201,Michael Dore,1994-11-15,2013-09-16,POINT (-0.54247739390136 53.2178822922669),
4477f707-e95a-4c42-936e-ab2cbd3f8a9f,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.542523 53.217894,-0.542526 53.217885,-0.542415 53.21787,-0.542411 53.217879,-0.542523 53.217894)))"
447c4fb7-0f00-48d7-90cf-29e4053247f9,928,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Sibthorp Street""",Primary,"""Sincil West (Anglian Water pipeline)""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during water mains laying. Divided into twelve areas, Areas 1-12. Area 7 of twelve. Sibthorp Street trench""",Summary,1992-11-02,1993-06-01,497392,370418,Lincoln City and County Museum,2005.173,Michael Dore,1995-01-06,2013-09-16,POINT (-0.542745588886616 53.2218949558944),
447c4fb7-0f00-48d7-90cf-29e4053247f9,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.544052 53.222179,-0.544057 53.222171,-0.543973 53.222156,-0.543927 53.2221,-0.542809 53.221908,-0.542047 53.221773,-0.541269 53.221637,-0.541265 53.221647,-0.542024 53.221779,-0.543919 53.222107,-0.543963 53.222163,-0.544052 53.222179)))"
44a140be-f39d-4d20-81fb-70ef8ce21145,4454,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Westgate""",Primary,"""CCTV Installation, The Lawn and Westgate car-parks""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) during the excavation of a foundation trench for CCTV post  Trench 3 of three. Westgate. No archaeological deposits were recorded.""",Summary,1997-11-03,1998-12-31,497477,371977,Lincoln City and County Museum,270.97,John Herridge,1998-12-24,1999-01-08,POINT (-0.540996790664786 53.2358884092226),
44ae1a66-4a6c-412e-b2f1-e5855e2e8501,308,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at Minster Yard""",Primary,"""Minster Yard""",Site Name,WATCHING BRIEF,"""Underneath the pavement (c.15-20cm) a well was found with a stone-lined shaft which went down to a depth of c.4m. Date uncertain: ?later medieval""",Summary,1984-04-10,1984-04-10,497808,371755,Lincoln City and County Museum,,Michael Dore,1994-11-29,2013-09-18,POINT (-0.536107367008127 53.2338327652614),
44b54b2c-29cb-433c-b277-37f5564cd8c1,7721,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at High Street""",Primary,"""St Marks West""",Site Name,WATCHING BRIEF,"""Preliminary groundwork. Archaeological monitoring and recording (watching brief) on excavation of trenches for main drainage. Area 2 of 3. Test pit""",Summary,1994-03-21,1994-08-04,496902,370780,Lincoln City and County Museum,43.94,John Herridge,2003-05-14,,POINT (-0.54997223063089 53.2252373427432),
44c537f6-e9a4-49f1-8c88-a8002e44cf39,11105,Lincoln Heritage Database,,Investigative Activity,"""Watching Brief at The Lawn, Union Road""",Primary,"""The Lawn""",Site Name,WATCHING BRIEF,"""Archaeological monitoring and recording (watching brief) of the excavation of two trenches, 0.6m wide, for installation of soakaways in the car park area. Only one trench was monitored as the first had been backfilled. The second trench on the east side of Charlotte House, to a depth of c2m, revealed few archaeological deposits. Tarmac and stone make-up (0.3m) overlay mid/dark brown sandy soil with small limestone fragments (0.8m), over light/mid brown sandy soil with small limestone fragments (0.9m)""",Summary,1999-04-29,1999-04-30,497336,371933,Lincoln City and County Museum,,John Herridge,2011-06-28,2013-09-18,POINT (-0.543122017130714 53.2355188584366),
44c537f6-e9a4-49f1-8c88-a8002e44cf39,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.543104 53.235587,-0.543117 53.235499,-0.543176 53.235493,-0.543178 53.235487,-0.543107 53.235494,-0.543095 53.235587,-0.543104 53.235587)))"
